,1_reward_neutral_2020_wbonly,2_drug_neutral_2020_wbonly,3_natural_neutral_2020_wbonly
pooled_cue_reactivity,0.8256209146678167,0.729330231341299,0.7124685554561022
drug_cue_reactivity,0.768346208714652,0.8322583085496233,0.5240780632583413
natural_reward_cue_reactivity,0.7681973099768616,0.611183185511527,0.734071061031757
all_analyses,0.8229630362280616,0.7262428339715765,0.7110288747637932
all_studies,0.8101276618329138,0.7294131135764508,0.6861995758042907
all_abstract,0.8125501537648969,0.7240023549616844,0.6962284111811259
