,1_reward_neutral_2020_wbonly,2_drug_neutral_2020_wbonly,3_natural_neutral_2020_wbonly
pooled_cue_reactivity,0.6887165889641479,0.5121808557307052,0.5662507918147016
drug_cue_reactivity,0.6066674733785092,0.6235137743304019,0.41005528037462174
natural_reward_cue_reactivity,0.6408203205755475,0.41801649121663464,0.6207201439068264
all_analyses,0.6892310756476168,0.5123080038182292,0.5633058031455284
all_studies,0.6719536483795039,0.5062662237976945,0.5429723532667422
all_abstract,0.6763783112073526,0.505550323887795,0.5525444710568099
