id	PositiveTail 1	PositiveTail 2	PositiveTail 3	PositiveTail 4	PositiveTail 5	PositiveTail 6	PositiveTail 7	PositiveTail 8	PositiveTail 9	PositiveTail 10	PositiveTail 11
25228353-25228353_analysis_1	0	0	0	0	0	0	0	0	0	0	0
25228353-25228353_analysis_3	3	0	0	0	0	0	0	0	0	0	0
25228353-25228353_analysis_4	1	0	0	0	0	0	0	0	0	0	0
25282597-25282597_analysis_0	9	0	0	0	0	0	0	0	0	0	0
25282597-25282597_analysis_1	3	0	0	0	0	0	0	0	0	0	0
25285373-25285373_analysis_0	11	0	0	0	0	0	0	0	0	0	0
25285373-25285373_analysis_1	22	1	0	0	0	0	0	0	0	0	0
25285373-25285373_analysis_2	6	0	0	0	0	0	0	0	0	0	0
25365800-25365800_analysis_0	6	0	0	0	0	0	0	0	0	0	0
25421512-25421512_analysis_0	4	0	0	0	0	0	0	0	0	0	0
25528694-25528694_analysis_0	0	0	0	0	0	0	0	0	0	0	0
25528694-25528694_analysis_1	0	0	0	0	0	0	0	0	0	0	0
25528694-25528694_analysis_2	0	0	0	0	0	0	0	0	0	0	0
25536500-25536500_analysis_0	3	0	0	0	0	0	0	0	0	0	0
25536500-25536500_analysis_1	4	1	0	0	0	0	0	0	1	0	0
25536500-25536500_analysis_2	0	0	0	0	0	0	0	0	0	0	0
25536500-25536500_analysis_3	7	0	0	0	0	0	0	0	0	0	1
25536500-25536500_analysis_4	2	0	0	1	0	0	0	0	0	0	0
25536500-25536500_analysis_5	0	0	0	0	0	0	0	0	0	0	0
25536500-25536500_analysis_6	5	0	0	0	0	0	0	0	0	0	0
25536500-25536500_analysis_7	2	0	0	0	0	0	0	0	0	0	0
25658479-25658479_analysis_0	1	0	0	0	0	0	0	0	0	0	0
25658479-25658479_analysis_1	2	0	0	0	0	0	0	0	0	0	0
25658479-25658479_analysis_2	0	0	0	0	0	0	0	0	0	0	0
25658479-25658479_analysis_3	3	0	0	0	0	0	0	0	0	0	0
25658479-25658479_analysis_4	2	1	1	0	0	0	0	0	0	0	0
25697860-25697860_analysis_0	7	0	0	0	0	0	0	0	0	0	0
25761006-25761006_analysis_0	0	0	0	0	0	0	0	0	0	0	0
25761006-25761006_analysis_1	9	0	0	0	0	0	0	0	0	0	0
25770818-25770818_analysis_0	4	0	0	0	0	0	0	0	0	0	0
25781230-25781230_analysis_0	10	0	0	0	0	0	0	0	0	0	0
25781230-25781230_analysis_1	1	0	0	0	0	0	0	0	0	0	0
25796007-25796007_analysis_0	1	0	0	0	0	0	0	0	0	0	0
25819606-25819606_analysis_0	6	0	0	0	0	0	0	0	0	0	0
25937240-25937240_analysis_0	3	0	0	0	0	0	0	0	0	0	0
25937240-25937240_analysis_1	0	0	0	0	0	0	0	0	0	0	0
25937240-25937240_analysis_2	1	0	0	0	0	0	0	0	0	0	0
26026506-26026506_analysis_0	1	1	1	0	0	0	0	0	0	0	0
26053145-26053145_analysis_0	1	0	0	0	0	1	0	0	0	0	0
26053145-26053145_analysis_1	0	0	0	0	0	0	0	0	0	0	0
26145276-26145276_analysis_0	0	0	0	0	0	0	0	0	0	0	0
26145276-26145276_analysis_1	0	0	0	0	0	0	0	0	0	0	0
26145276-26145276_analysis_2	8	0	0	0	0	0	0	0	0	0	0
26145276-26145276_analysis_3	1	0	0	0	0	0	0	0	0	0	0
26204262-26204262_analysis_0	2	0	0	0	0	0	0	0	0	0	0
26204262-26204262_analysis_1	0	0	0	0	0	0	0	0	0	0	0
26204262-26204262_analysis_2	3	0	0	0	0	0	0	0	0	0	0
26204262-26204262_analysis_3	5	0	0	0	0	0	0	0	0	0	0
26228575-26228575_analysis_0	3	0	0	0	0	0	0	0	0	0	0
26289945-26289945_analysis_0	1	0	0	0	0	0	0	0	0	0	0
26289945-26289945_analysis_1	0	0	0	0	0	0	0	0	0	0	0
26289945-26289945_analysis_2	2	0	0	0	0	0	0	0	0	0	0
26289945-26289945_analysis_3	0	0	0	0	0	0	0	0	0	0	0
26289945-26289945_analysis_4	0	0	0	0	0	0	0	0	0	0	0
26289945-26289945_analysis_5	1	0	0	0	0	0	0	0	0	0	0
26295336-26295336_analysis_0	4	0	0	0	0	0	0	0	0	0	0
26475784-26475784_analysis_0	3	0	0	0	0	0	0	0	0	0	0
26475784-26475784_analysis_2	3	0	0	0	0	0	0	0	0	0	0
26475784-26475784_analysis_4	1	0	0	0	0	0	0	0	0	0	0
26478134-26478134_analysis_0	0	0	0	0	0	0	0	0	0	0	0
26478134-26478134_analysis_1	2	1	0	0	0	0	0	0	0	0	0
26627911-26627911_analysis_0	2	0	0	0	0	0	0	0	0	0	0
26627911-26627911_analysis_1	1	0	0	0	0	0	0	0	0	0	0
26769333-26769333_analysis_0	1	0	0	0	0	0	0	0	0	0	0
26769333-26769333_analysis_1	1	0	0	0	0	0	0	0	0	0	0
26805583-26805583_analysis_0	1	0	0	0	0	0	0	0	0	0	0
26809248-26809248_analysis_0	2	0	0	0	0	0	0	0	0	0	0
26809268-26809268_analysis_0	7	0	0	0	0	0	0	0	0	0	0
26883294-26883294_analysis_0	3	0	0	0	0	0	0	0	0	0	0
26883294-26883294_analysis_1	2	0	0	0	0	0	0	0	0	0	0
26883294-26883294_analysis_2	1	0	0	0	0	0	0	0	0	0	0
26883294-26883294_analysis_3	2	0	0	0	0	0	0	0	0	0	0
26883294-26883294_analysis_4	3	0	0	0	0	0	0	0	0	0	0
26975550-26975550_analysis_0	6	0	0	0	0	0	0	0	0	0	0
27005897-27005897_analysis_0	1	0	0	0	0	0	0	0	0	0	0
27005897-27005897_analysis_1	0	0	0	0	0	0	0	0	0	0	0
27005897-27005897_analysis_2	2	0	0	0	0	0	0	0	0	0	0
27005897-27005897_analysis_3	0	0	0	0	0	0	0	0	0	0	0
27108216-27108216_analysis_0	2	0	0	0	0	0	0	0	0	0	0
27108216-27108216_analysis_1	6	0	0	0	0	0	0	0	0	0	0
27168331-27168331_analysis_0	6	0	0	0	0	0	0	0	0	0	0
27168331-27168331_analysis_1	19	0	0	0	0	0	0	0	0	0	0
27168331-27168331_analysis_4	11	0	0	0	0	0	0	0	0	0	0
27168331-27168331_analysis_5	4	0	0	0	0	0	0	0	0	0	0
27168331-27168331_analysis_6	2	0	0	0	0	0	0	0	0	0	0
27168331-27168331_analysis_7	0	0	0	0	0	0	0	0	0	0	0
27168331-27168331_analysis_8	7	0	0	0	0	0	0	0	0	0	0
27168331-27168331_analysis_9	0	0	0	0	0	0	0	0	0	0	0
27208593-27208593_analysis_0	0	0	0	0	0	0	0	0	0	0	0
27349694-27349694_analysis_0	8	0	0	0	0	0	0	0	0	0	0
27397863-27397863_analysis_0	36	2	0	0	0	0	0	0	0	0	0
27397863-27397863_analysis_1	35	2	3	0	2	0	0	0	0	0	1
27428267-27428267_analysis_0	4	0	0	0	0	0	0	0	0	0	0
27428267-27428267_analysis_1	1	0	0	0	0	0	0	0	0	0	0
27428267-27428267_analysis_2	5	0	0	0	0	0	0	0	0	0	0
27479051-27479051_analysis_0	4	0	0	0	0	0	0	0	0	0	0
27479051-27479051_analysis_1	4	0	0	0	0	0	0	0	0	0	0
27479051-27479051_analysis_2	4	0	0	0	0	0	0	0	0	0	0
27479051-27479051_analysis_3	0	0	0	0	0	0	0	0	0	0	0
27479051-27479051_analysis_4	0	0	0	0	0	0	0	0	0	0	0
27479051-27479051_analysis_5	3	0	0	0	0	0	0	0	0	0	0
27479051-27479051_analysis_6	4	0	0	0	0	0	0	0	0	0	0
27479051-27479051_analysis_7	0	0	0	0	0	0	0	0	0	0	0
27479051-27479051_analysis_8	0	0	0	0	0	0	0	0	0	0	0
27489006-27489006_analysis_0	0	0	0	0	0	0	0	0	0	0	0
27524657-27524657_analysis_0	6	0	0	0	0	0	0	0	0	0	0
27524657-27524657_analysis_1	0	0	0	0	0	0	0	0	0	0	0
27524657-27524657_analysis_2	5	0	0	0	0	0	0	0	0	0	0
27524657-27524657_analysis_3	0	0	0	0	0	0	0	0	0	0	0
27524657-27524657_analysis_6	1	0	0	0	0	0	0	0	0	0	0
27524674-27524674_analysis_0	2	0	0	0	0	0	0	0	0	0	0
27524674-27524674_analysis_1	0	0	0	0	0	0	0	0	0	0	0
27524674-27524674_analysis_2	1	0	0	0	0	0	0	0	0	0	0
27524674-27524674_analysis_3	0	0	0	0	0	0	0	0	0	0	0
27524674-27524674_analysis_4	0	0	0	0	0	0	0	0	0	0	0
27524674-27524674_analysis_5	0	0	0	0	0	0	0	0	0	0	0
27524674-27524674_analysis_6	0	0	0	0	0	0	0	0	0	0	0
27538517-27538517_analysis_0	1	0	0	0	0	0	0	0	0	0	0
27538517-27538517_analysis_1	1	0	0	0	0	0	0	0	0	0	0
27538517-27538517_analysis_2	1	0	0	0	0	0	0	0	0	0	0
27766203-27766203_analysis_0	4	0	0	0	0	0	0	0	0	0	0
27845255-27845255_analysis_0	7	0	0	0	0	0	0	0	0	0	0
27845255-27845255_analysis_1	0	0	0	0	0	0	0	0	0	0	0
27845255-27845255_analysis_2	0	0	0	0	0	0	0	0	0	0	0
27907134-27907134_analysis_0	3	0	0	0	0	0	0	0	0	0	0
28158874-28158874_analysis_0	6	1	0	0	0	0	0	0	0	0	0
28284776-28284776_analysis_0	7	0	0	0	0	0	0	0	0	0	0
28284776-28284776_analysis_1	3	0	0	0	0	0	0	0	0	0	0
28344152-28344152_analysis_0	0	0	0	0	0	0	0	0	0	0	0
28398588-28398588_analysis_0	4	0	0	0	0	0	0	0	0	0	0
28398588-28398588_analysis_2	0	0	0	0	0	0	0	0	0	0	0
28488021-28488021_analysis_0	2	0	0	0	0	0	0	0	0	0	0
28521241-28521241_analysis_0	1	0	0	0	0	0	0	0	0	0	0
28521241-28521241_analysis_1	0	0	0	0	0	0	0	0	0	0	0
28521241-28521241_analysis_2	0	0	0	0	0	0	0	0	0	0	0
28521241-28521241_analysis_3	2	0	0	0	0	0	0	0	0	0	0
28528203-28528203_analysis_0	4	0	0	0	0	0	0	0	0	0	0
28528203-28528203_analysis_1	0	0	0	0	0	0	0	0	0	0	0
28544994-28544994_analysis_0	3	0	0	0	0	0	0	0	0	0	0
28750618-28750618_analysis_0	4	0	0	0	0	0	0	0	0	0	0
28750618-28750618_analysis_1	1	0	0	0	0	0	0	0	0	0	0
28750618-28750618_analysis_2	3	0	0	0	0	0	0	0	0	0	0
28750618-28750618_analysis_3	2	0	0	0	0	0	0	0	0	0	0
28881072-28881072_analysis_0	1	0	0	0	0	0	0	0	0	0	0
28881072-28881072_analysis_1	1	0	0	0	0	0	0	0	0	0	0
28894291-28894291_analysis_0	4	0	0	0	0	0	0	0	0	0	0
28958900-28958900_analysis_0	10	0	0	0	0	0	0	0	0	0	0
28958900-28958900_analysis_2	14	0	0	0	0	0	0	0	0	0	0
29108734-29108734_analysis_0	2	0	0	0	0	0	0	0	0	0	0
29108734-29108734_analysis_1	5	0	0	0	0	0	0	0	0	0	0
29172122-29172122_analysis_0	3	0	0	0	0	0	0	0	0	0	0
29172122-29172122_analysis_1	1	0	0	0	0	0	0	0	0	0	0
29343732-29343732_analysis_0	9	0	0	0	0	0	0	0	0	0	0
29343732-29343732_analysis_1	3	0	0	0	0	0	0	0	0	0	0
29408590-29408590_analysis_0	11	0	0	0	0	0	0	0	0	0	0
29408590-29408590_analysis_1	39	0	0	0	0	0	0	0	0	0	0
29410011-29410011_analysis_0	2	0	0	0	0	0	0	0	0	0	0
29410011-29410011_analysis_1	2	0	0	0	0	0	0	0	0	0	0
29410011-29410011_analysis_10	0	0	0	0	0	0	0	0	0	0	0
29410011-29410011_analysis_11	1	0	0	0	0	0	0	0	0	0	0
29410011-29410011_analysis_12	0	0	0	0	0	0	0	0	0	0	0
29410011-29410011_analysis_13	1	0	0	0	0	0	0	0	0	0	0
29410011-29410011_analysis_14	2	1	0	0	0	0	0	0	0	0	0
29410011-29410011_analysis_15	0	0	0	0	0	0	0	0	0	0	0
29410011-29410011_analysis_16	1	0	0	0	0	0	0	0	0	0	0
29410011-29410011_analysis_17	1	0	0	0	0	0	0	0	0	0	0
29410011-29410011_analysis_19	1	0	0	0	0	0	0	0	0	0	0
29410011-29410011_analysis_2	0	0	0	0	0	0	0	0	0	0	0
29410011-29410011_analysis_20	0	0	0	0	0	0	0	0	0	0	0
29410011-29410011_analysis_21	0	0	0	0	0	0	0	0	0	0	0
29410011-29410011_analysis_22	1	0	0	0	0	0	0	0	0	0	0
29410011-29410011_analysis_25	1	0	0	0	0	0	0	0	0	0	0
29410011-29410011_analysis_27	2	0	0	0	0	0	0	0	0	0	0
29410011-29410011_analysis_29	2	0	0	0	0	0	0	0	0	0	0
29410011-29410011_analysis_3	0	0	0	0	0	0	0	0	0	0	0
29410011-29410011_analysis_5	0	0	0	0	0	0	0	0	0	0	0
29410011-29410011_analysis_6	0	0	0	0	0	0	0	0	0	0	0
29410011-29410011_analysis_7	1	0	0	0	0	0	0	0	0	0	0
29410011-29410011_analysis_9	0	0	0	0	0	0	0	0	0	0	0
29421336-29421336_analysis_0	2	0	0	0	0	0	0	0	0	0	0
29421336-29421336_analysis_1	3	0	0	0	0	0	0	0	0	0	0
29421336-29421336_analysis_2	4	0	0	0	0	0	0	0	0	0	0
29421336-29421336_analysis_3	7	0	0	0	0	0	0	0	0	0	0
29421336-29421336_analysis_4	3	0	0	0	0	0	0	0	0	0	0
29421336-29421336_analysis_5	7	0	0	0	0	0	0	0	0	0	0
29438844-29438844_analysis_0	0	0	0	0	0	0	0	0	0	0	0
29438844-29438844_analysis_1	1	0	0	0	0	0	0	0	0	0	0
29438844-29438844_analysis_10	0	0	0	0	0	0	0	0	0	0	0
29438844-29438844_analysis_11	1	0	0	0	0	0	0	0	0	0	0
29438844-29438844_analysis_2	2	0	0	0	0	0	0	0	0	0	0
29438844-29438844_analysis_3	3	0	0	0	0	0	0	0	0	0	0
29438844-29438844_analysis_4	1	0	0	0	0	0	0	0	0	0	0
29438844-29438844_analysis_5	0	0	0	0	0	0	0	0	0	0	0
29438844-29438844_analysis_6	0	0	0	0	0	0	0	0	0	0	0
29438844-29438844_analysis_7	0	0	0	0	0	0	0	0	0	0	0
29438844-29438844_analysis_8	0	0	0	0	0	0	0	0	0	0	0
29438844-29438844_analysis_9	0	0	0	0	0	0	0	0	0	0	0
29496487-29496487_analysis_0	2	0	0	0	0	0	0	0	0	0	0
29496487-29496487_analysis_1	3	0	0	0	0	0	0	0	0	0	0
29496487-29496487_analysis_2	3	0	0	0	0	0	0	0	0	0	0
29499312-29499312_analysis_0	5	0	0	0	0	0	0	0	0	0	0
29535451-29535451_analysis_0	1	0	0	0	0	0	0	0	0	0	0
29535451-29535451_analysis_1	2	0	0	0	0	0	0	0	0	0	0
29541538-29541538_analysis_0	1	0	0	0	0	0	0	0	0	0	0
29541538-29541538_analysis_1	6	0	0	0	0	0	0	0	0	0	0
29880873-29880873_analysis_0	8	0	0	0	0	0	0	0	0	0	0
29880873-29880873_analysis_1	0	0	0	0	0	0	0	0	0	0	0
29906489-29906489_analysis_0	6	0	0	0	0	0	0	0	0	0	0
29906489-29906489_analysis_1	3	0	0	0	0	0	0	0	0	0	0
29906489-29906489_analysis_2	3	0	0	0	0	0	0	0	0	0	0
29906489-29906489_analysis_3	2	0	0	0	0	0	0	0	0	0	0
29906489-29906489_analysis_4	5	0	0	0	0	0	0	0	0	0	0
29944963-29944963_analysis_0	2	0	0	0	0	0	0	0	0	0	0
29944963-29944963_analysis_1	1	0	0	0	0	0	0	0	0	0	0
29984874-29984874_analysis_0	2	0	0	0	0	0	0	0	0	0	0
29984874-29984874_analysis_1	1	0	0	0	0	0	0	0	0	0	0
29984874-29984874_analysis_2	4	0	0	0	0	0	1	0	0	0	0
29985099-29985099_analysis_0	13	2	1	0	0	0	0	0	0	0	0
30041007-30041007_analysis_0	0	0	0	0	0	0	0	0	0	0	0
30041007-30041007_analysis_1	0	0	0	0	0	0	0	0	0	0	0
30096639-30096639_analysis_0	8	2	0	0	0	0	0	0	0	0	0
30143454-30143454_analysis_0	6	0	1	0	0	0	0	0	0	0	0
30143454-30143454_analysis_1	2	0	0	0	0	0	0	0	0	0	0
30143454-30143454_analysis_2	2	0	0	0	0	0	0	0	0	0	0
30143454-30143454_analysis_3	1	0	0	0	0	0	0	0	0	0	0
30143454-30143454_analysis_4	4	0	0	0	0	0	0	0	0	0	0
30165099-30165099_analysis_0	9	0	0	0	0	0	0	0	0	0	0
30165099-30165099_analysis_1	6	0	0	0	0	0	0	0	0	0	0
30243035-30243035_analysis_0	6	0	0	0	1	0	0	0	0	0	0
30268001-30268001_analysis_0	0	0	0	0	0	0	0	0	0	0	0
30268001-30268001_analysis_1	0	0	0	0	0	0	0	0	0	0	0
30388113-30388113_analysis_0	3	1	0	0	0	0	0	0	0	0	0
30388113-30388113_analysis_1	2	1	0	0	0	0	0	0	0	0	0
30388113-30388113_analysis_2	1	0	0	0	0	0	0	0	0	0	0
30445718-30445718_analysis_0	0	0	0	0	0	0	0	0	0	0	0
30445718-30445718_analysis_1	4	0	0	0	0	0	0	0	0	0	0
30646204-30646204_analysis_0	2	0	0	0	0	0	0	0	0	0	0
30646204-30646204_analysis_1	3	0	1	0	0	0	0	0	0	0	0
30649528-30649528_analysis_0	2	0	0	0	0	0	0	0	0	0	0
30711509-30711509_analysis_0	4	0	0	0	0	0	0	0	0	0	0
30711509-30711509_analysis_1	0	0	0	0	0	0	0	0	0	0	0
30711509-30711509_analysis_2	4	0	0	0	0	0	0	0	0	0	0
30788529-30788529_analysis_0	0	0	0	0	0	0	0	0	0	0	0
30788529-30788529_analysis_1	0	0	0	0	0	0	0	0	0	0	0
30844426-30844426_analysis_0	5	0	0	0	0	0	0	0	0	0	0
30844426-30844426_analysis_1	1	0	0	0	0	0	0	0	0	0	0
30844426-30844426_analysis_2	1	0	0	0	0	0	0	0	0	0	0
30844426-30844426_analysis_3	0	0	0	0	0	0	0	0	0	0	0
30844426-30844426_analysis_4	1	0	0	0	0	0	0	0	0	0	0
30844426-30844426_analysis_5	0	0	0	0	0	0	0	0	0	0	0
30928885-30928885_analysis_0	14	0	0	0	0	0	0	0	0	0	0
31160146-31160146_analysis_0	2	0	0	0	0	0	0	0	0	0	0
31160146-31160146_analysis_1	1	0	0	0	0	0	0	0	0	0	0
31174338-31174338_analysis_0	3	0	0	0	0	0	0	0	0	0	0
31174338-31174338_analysis_1	1	0	0	0	0	0	0	0	0	0	0
31202048-31202048_analysis_0	3	0	0	0	0	0	0	0	0	0	0
31204249-31204249_analysis_0	2	0	0	0	0	0	0	0	0	0	0
31204249-31204249_analysis_1	9	0	0	0	0	0	0	0	0	0	0
31204249-31204249_analysis_2	0	0	0	0	0	0	0	0	0	0	0
31204249-31204249_analysis_3	1	0	0	0	0	0	0	0	0	0	0
31204249-31204249_analysis_4	3	0	0	0	0	0	0	0	0	0	0
31326440-31326440_analysis_0	2	0	0	0	0	0	0	0	0	0	0
31326440-31326440_analysis_1	4	0	0	0	0	0	0	0	0	0	0
31326440-31326440_analysis_2	1	0	0	0	0	0	0	0	0	0	0
31376437-31376437_analysis_0	3	0	0	0	0	0	0	0	0	0	0
31376437-31376437_analysis_1	4	0	0	0	0	0	0	0	0	0	0
31376437-31376437_analysis_2	1	0	0	0	0	0	0	0	0	0	0
31376437-31376437_analysis_3	4	0	0	0	0	0	0	0	0	0	0
31394197-31394197_analysis_0	0	0	0	0	0	0	0	0	0	0	0
31394197-31394197_analysis_1	0	0	0	0	0	0	0	0	0	0	0
31394197-31394197_analysis_3	0	0	0	0	0	0	0	0	0	0	0
31394197-31394197_analysis_4	1	0	0	0	0	0	0	0	0	0	0
31394197-31394197_analysis_8	1	0	0	0	0	0	0	0	0	0	0
31420667-31420667_analysis_0	1	0	0	0	0	0	0	0	0	0	0
31420667-31420667_analysis_2	1	0	0	0	0	0	0	0	0	0	0
31439409-31439409_analysis_0	3	0	0	0	0	0	0	0	0	0	0
31647945-31647945_analysis_0	5	0	0	0	0	0	0	0	0	0	0
31647945-31647945_analysis_1	5	0	0	0	0	0	0	0	0	0	0
31706906-31706906_analysis_0	0	0	0	0	0	0	0	0	0	0	0
31706906-31706906_analysis_1	0	0	0	0	0	0	0	0	0	0	0
31715379-31715379_analysis_0	0	0	0	0	0	0	0	0	0	0	0
31715379-31715379_analysis_1	0	0	0	0	0	0	0	0	0	0	0
31715379-31715379_analysis_3	0	0	0	0	0	0	0	0	0	0	0
31715379-31715379_analysis_4	0	0	0	0	0	0	0	0	0	0	0
31715379-31715379_analysis_5	0	0	0	0	0	0	0	0	0	0	0
31715379-31715379_analysis_7	0	0	0	0	0	0	0	0	0	0	0
31740271-31740271_analysis_0	1	0	0	0	0	0	0	0	0	0	0
31740723-31740723_analysis_0	17	0	0	0	0	0	0	0	0	0	0
31863407-31863407_analysis_0	3	0	0	0	0	0	0	0	0	0	0
31863407-31863407_analysis_1	2	0	0	0	0	0	0	0	0	0	0
31874448-31874448_analysis_0	1	0	0	0	0	0	0	0	0	0	0
31874448-31874448_analysis_1	0	0	0	0	0	0	0	0	0	0	0
31908107-31908107_analysis_0	0	0	0	0	0	0	0	0	0	0	0
31908107-31908107_analysis_1	0	0	0	0	0	0	0	0	0	0	0
31908107-31908107_analysis_10	0	0	0	0	0	0	0	0	0	0	0
31908107-31908107_analysis_11	0	0	0	0	0	0	0	0	0	0	0
31908107-31908107_analysis_12	0	0	0	0	0	0	0	0	0	0	0
31908107-31908107_analysis_13	1	0	0	0	0	0	0	0	0	0	0
31908107-31908107_analysis_14	0	0	0	0	0	0	0	0	0	0	0
31908107-31908107_analysis_15	0	0	1	0	0	0	0	0	0	0	0
31908107-31908107_analysis_2	1	0	0	0	0	0	0	0	0	0	0
31908107-31908107_analysis_3	2	0	0	0	0	0	0	0	0	0	0
31908107-31908107_analysis_4	1	0	0	0	0	0	0	0	0	0	0
31908107-31908107_analysis_5	0	0	0	0	0	0	0	0	0	0	0
31908107-31908107_analysis_6	0	0	0	0	0	0	0	0	0	0	0
31908107-31908107_analysis_7	0	0	0	0	0	0	0	0	0	0	0
31908107-31908107_analysis_8	0	0	0	0	0	0	0	0	0	0	0
31908107-31908107_analysis_9	2	0	0	0	0	0	0	0	0	0	0
31931900-31931900_analysis_0	2	0	0	0	0	0	0	0	0	0	0
31931900-31931900_analysis_1	2	0	0	0	0	0	0	0	0	0	0
31972520-31972520_analysis_1	7	0	0	0	0	0	0	0	0	0	0
31972520-31972520_analysis_10	2	0	0	0	0	0	0	0	0	0	0
31972520-31972520_analysis_12	2	0	0	0	0	0	0	0	0	0	0
31972520-31972520_analysis_2	2	0	0	0	0	0	0	0	0	0	0
31972520-31972520_analysis_3	1	0	0	0	0	0	0	0	0	0	0
31972520-31972520_analysis_6	0	0	0	0	0	0	0	0	0	0	0
31972520-31972520_analysis_8	0	0	0	0	0	0	0	0	0	0	0
32076819-32076819_analysis_0	8	0	0	0	0	0	0	0	0	0	0
32184386-32184386_analysis_0	6	1	0	0	0	0	0	0	0	0	0
32285159-32285159_analysis_0	1	0	0	0	0	0	0	0	0	0	0
32359232-32359232_analysis_0	4	0	0	0	0	0	0	0	0	0	0
32359232-32359232_analysis_2	2	0	0	0	0	0	0	0	0	0	0
32359232-32359232_analysis_3	0	0	0	0	0	0	0	0	0	0	0
32359232-32359232_analysis_4	5	0	0	0	0	0	0	0	0	0	0
32359232-32359232_analysis_5	0	0	0	0	0	0	0	1	0	0	0
32359232-32359232_analysis_6	2	0	0	0	0	0	0	0	0	0	0
32359232-32359232_analysis_7	1	0	0	0	0	0	0	0	0	0	0
32359232-32359232_analysis_8	1	0	0	0	0	0	0	0	0	0	0
32359232-32359232_analysis_9	1	0	0	0	0	0	0	0	0	0	0
32541652-32541652_analysis_0	4	0	0	0	0	0	0	0	0	0	0
32541652-32541652_analysis_1	6	0	0	0	0	0	0	0	0	0	0
32541652-32541652_analysis_2	7	1	0	0	0	0	0	0	0	0	0
32541652-32541652_analysis_3	2	0	0	0	0	0	0	0	0	0	0
32541652-32541652_analysis_4	3	0	0	0	0	0	0	0	0	0	0
32599553-32599553_analysis_0	8	1	0	0	0	0	0	0	0	0	0
32599553-32599553_analysis_1	2	0	0	0	0	0	0	0	0	0	0
32599553-32599553_analysis_2	2	0	0	0	0	0	0	0	0	0	0
32599553-32599553_analysis_3	4	0	0	0	0	0	0	0	0	0	0
32599553-32599553_analysis_4	6	1	0	0	0	0	0	0	0	0	0
32599553-32599553_analysis_5	0	0	0	0	0	0	0	0	0	0	0
32599553-32599553_analysis_6	3	0	1	0	0	0	0	0	0	0	0
32678839-32678839_analysis_0	2	0	0	0	0	0	0	0	0	0	0
32713944-32713944_analysis_0	4	0	0	0	0	0	0	0	0	0	0
32853997-32853997_analysis_0	2	0	0	0	0	0	0	0	0	0	0
32857473-32857473_analysis_0	1	0	0	0	0	0	0	0	0	0	0
32862560-32862560_analysis_0	0	0	0	0	0	0	0	0	0	0	0
32862560-32862560_analysis_1	0	0	0	0	0	0	0	0	0	0	0
32862560-32862560_analysis_10	3	0	0	0	0	0	0	0	0	0	0
32862560-32862560_analysis_2	0	0	0	0	0	0	0	0	0	0	0
32862560-32862560_analysis_3	0	0	0	0	0	0	0	0	0	0	0
32862560-32862560_analysis_4	1	0	0	0	0	0	0	0	0	0	0
32862560-32862560_analysis_5	1	0	0	0	0	0	0	0	0	0	0
32862560-32862560_analysis_6	1	0	0	0	0	0	0	0	0	0	0
32862560-32862560_analysis_7	0	0	0	0	0	0	0	0	0	0	0
32862560-32862560_analysis_8	1	0	0	0	0	0	0	0	0	0	0
32862560-32862560_analysis_9	0	1	0	0	0	0	0	0	0	0	0
9331351-9331351_analysis_0	5	0	0	0	0	0	0	0	0	0	0
9331351-9331351_analysis_1	3	0	0	0	0	0	0	0	0	0	0
9331351-9331351_analysis_2	24	0	0	0	0	0	0	1	0	0	0
9331351-9331351_analysis_3	4	0	0	0	0	0	0	0	0	0	0
9331351-9331351_analysis_4	0	0	0	0	0	0	0	0	0	0	0
9331351-9331351_analysis_5	0	0	0	0	0	0	0	0	0	0	0
