project,arm,run,gold,n_common,benchmark_commit,endtoend_tp,endtoend_fp,endtoend_fn,endtoend_precision,endtoend_recall,endtoend_f1,paired_tp,paired_fp,paired_fn,paired_precision,paired_recall,paired_f1
vbm_of_ptsd,full text,v1-A1-mini,22,50,00398b9,16,11,6,0.5926,0.7273,0.6531,16,11,1,0.5926,0.9412,0.7273
vbm_of_ptsd,record + evidence,v1-record-with-evidence,22,50,00398b9,13,9,9,0.5909,0.5909,0.5909,13,9,4,0.5909,0.7647,0.6667
vbm_of_ptsd,"record, no evidence",v1-record-no-evidence,22,50,00398b9,14,9,8,0.6087,0.6364,0.6222,14,9,3,0.6087,0.8235,0.7
