,all,decrease,functional,structural
dementia_all,0.7381332104725276,0.7000376026349232,0.6390017763993192,0.6938574005968968
dementia_decreasing_activity,0.7225231893298423,0.6835785521269577,0.627824193206918,0.6641564568665931
functional,0.5759677020945023,0.583305091080747,0.7015056333194255,0.4474979455513672
structural,0.6470292541858343,0.5932032105277284,0.4476213025069036,0.6651933002710746
