,all,decrease,functional,structural
dementia_all,0.6725213905378926,0.669432843383875,0.5464288421485737,0.6246331863648736
dementia_decreasing_activity,0.6829453522584611,0.6790650378358487,0.5815098548451595,0.6173482862953905
functional,0.5281473375237675,0.5307664165647096,0.6038771304859156,0.4014317638672879
structural,0.5914140391575542,0.5844183413840536,0.39036184735540663,0.6029603945243416
all_analyses,0.6541017463300769,0.6419776576448215,0.5264699728561634,0.606721741366361
all_studies,0.6780896817656651,0.6518447899030108,0.5415938278321989,0.6226891709508815
all_abstract,0.6886117360152975,0.6616289618483868,0.5545092327106299,0.6295803952378578
