,all,decrease,functional,structural
dementia_all,0.47044745811879035,0.45052491568096525,0.3702593779063759,0.36652719665271966
dementia_decreasing_activity,0.4591213925099842,0.4450662003497377,0.38814281035047493,0.35412519354125194
functional,0.30489614243323443,0.3235045385352653,0.45610972568578556,0.1457674300898393
structural,0.28316795295847114,0.2816088183190079,0.1495865327820437,0.3111945905334335
all_analyses,0.4498265961680596,0.4025688457645457,0.31950730874823774,0.3203592814371258
all_studies,0.4498265961680596,0.4025688457645457,0.31950730874823774,0.3203592814371258
all_abstract,0.4498265961680596,0.4025688457645457,0.31950730874823774,0.3203592814371258
