,all,decrease,functional,structural
dementia_all,0.7097054741235221,0.6865880633477323,0.5925365959751352,0.6491686942126241
dementia_decreasing_activity,0.7098194227981882,0.6853385835415813,0.604019987086219,0.6414176657747315
functional,0.5309085060761258,0.5432031235788592,0.6560618488978833,0.37305113567331977
structural,0.631089147914355,0.5949624955864968,0.41335512785768036,0.6495001963743317
all_analyses,0.6579671238346283,0.6425202320903388,0.5585799236650372,0.6210202737891632
all_studies,0.6579671238346283,0.6425202320903388,0.5585799236650372,0.6210202737891632
all_abstract,0.6579671238346283,0.6425202320903388,0.5585799236650372,0.6210202737891632
