,all,decrease,functional,structural
dementia_all,0.2758661674689487,0.224573303350905,0.14974439638222573,0.18574376885219876
dementia_decreasing_activity,0.09402503689936041,0.10436851946285909,0.08918462608004767,0.0498220640569395
functional,0.06765818431911967,0.05759694090936249,0.047872340425531915,0.03417533432392273
structural,0.2529769780365176,0.21176966884623497,0.13304252998909488,0.17727564985762836
