,all,decrease,functional,structural
dementia_all,0.6865659538746471,0.6362350385562021,0.5389383308692135,0.6306976029979872
dementia_decreasing_activity,0.7266581081472577,0.6770267332306901,0.5809138193219818,0.6702133749875607
functional,0.5483416702799718,0.5592516103092284,0.6557883810809907,0.4150731018733647
structural,0.6454464130897507,0.5800067417112534,0.4467705544861502,0.6575455511975329
