run,n_rows,n_cols,dice_mean_full,dice_mean_diagonal,pearson_mean_full,pearson_mean_diagonal
v1,7,4,0.21871402174223326,0.15192444212136766,0.45597573005069914,0.3624299484655133
v1-allstudies,7,4,0.1974681731287288,0.10633183087573955,0.4382359021818724,0.3282243943278307
v2,7,4,0.31677686697485635,0.34843100868072463,0.5844499523685757,0.6252668703588433
v2-allstudies,7,4,0.338347253559422,0.3961518795470308,0.5904628430121633,0.6334968638179785
v2-annotation-only,7,4,0.3584584418857602,0.4207044936719368,0.6111067403198674,0.6751515257343296
v2-annotation-only-abstract,7,4,0.35437464923039,0.4058572896600892,0.6177420601781561,0.684197425888987
v3,7,4,0.34296160985093704,0.4099579283269216,0.6043354376692051,0.6502832223506557
v3-allstudies,7,4,0.3546261629249416,0.40447284301551156,0.6267489397384711,0.6928105746677603
v3-annotation-only,7,4,0.3593639774585033,0.4087566497518078,0.6267837262869363,0.695546924635237
