,all,decrease,functional,structural
dementia_all,0.6537015659914343,0.6509975091655543,0.5394422017432039,0.6112800105373989
dementia_decreasing_activity,0.6643981923022578,0.6638995062342853,0.5639663314229701,0.6084214764016398
functional,0.5097355938068429,0.5148030991107136,0.6037042068999844,0.39673890857364585
structural,0.5687056973577458,0.5595487520064174,0.37053858796141176,0.5797622023096693
all_analyses,0.6249135059391722,0.6143532568429035,0.5027145449440424,0.586504491357489
all_studies,0.6739456976855152,0.6488424138778808,0.549713418602199,0.6157329825400737
all_abstract,0.6739456976855152,0.6488424138778808,0.549713418602199,0.6157329825400737
