,all,decrease,functional,structural
dementia_all,0.4242927197284044,0.4387729570134614,0.35546319588756425,0.3385774429426102
dementia_decreasing_activity,0.42274029896987064,0.4414615185281161,0.36879190817138313,0.33586731167933653
functional,0.33026657230478884,0.3357486645157878,0.4472980825101685,0.16411404335532517
structural,0.2347134368410964,0.2697161983125305,0.1336602341031319,0.2715551974214343
all_analyses,0.41297345329334667,0.37259623537391895,0.2812724917230459,0.2961457501633157
all_studies,0.45838141134414806,0.36658526226375027,0.28597637248088953,0.2879046473238018
all_abstract,0.45838141134414806,0.36658526226375027,0.28597637248088953,0.2879046473238018
