,all,decrease,functional,structural
dementia_all,0.4119147348621443,0.39675329048827757,0.31676179566518825,0.40193450800197583
dementia_decreasing_activity,0.30767986982528495,0.293149390858466,0.24455824200909648,0.29148960767968324
functional,0.19320069373032497,0.18705016543414527,0.2044320849447342,0.1832937515493917
structural,0.41263052303352343,0.3967619254996899,0.30660481238144977,0.40340136664597837
all_analyses,0.6259435040497116,0.612307299430859,0.5134229364513634,0.5874525417144639
all_studies,0.6690241627163568,0.6455707521445023,0.5539117954655695,0.621424398091909
all_abstract,0.6690241627163568,0.6455707521445023,0.5539117954655695,0.621424398091909
