Cluster ID	X	Y	Z	Peak Stat	Cluster Size (mm3)
PositiveTail 1	50.0	-62.0	8.0	6.285303410717548	33568
PositiveTail 1a	56.0	-48.0	16.0	6.285303410717548	
PositiveTail 1b	58.0	-40.0	20.0	6.101252557213494	
PositiveTail 1c	46.0	-60.0	6.0	6.101252557213494	
PositiveTail 2	-54.0	-50.0	18.0	6.101252557213494	14936
PositiveTail 2a	-50.0	-66.0	2.0	5.949130503316394	
PositiveTail 2b	-56.0	-44.0	18.0	5.789481337034595	
PositiveTail 2c	-46.0	-66.0	10.0	5.789481337034595	
PositiveTail 3	50.0	26.0	2.0	5.789481337034595	12736
PositiveTail 3a	54.0	30.0	8.0	5.096617095126548	
PositiveTail 3b	38.0	24.0	-6.0	4.827856590630411	
PositiveTail 3c	54.0	22.0	12.0	4.540462311381629	
PositiveTail 4	-38.0	20.0	0.0	4.540462311381629	10560
PositiveTail 4a	-52.0	30.0	8.0	4.540462311381629	
PositiveTail 4b	-40.0	20.0	2.0	4.540462311381629	
PositiveTail 4c	-42.0	32.0	-4.0	4.540462311381629	
PositiveTail 5	-42.0	-50.0	-14.0	4.540462311381629	3488
PositiveTail 5a	-42.0	-48.0	-22.0	3.944088324000053	
PositiveTail 5b	-44.0	-56.0	-20.0	3.6446338884092127	
PositiveTail 5c	-42.0	-58.0	-10.0	2.3314390205271285	
PositiveTail 6	-20.0	-4.0	-20.0	4.24668553330819	1824
PositiveTail 6a	-24.0	0.0	-14.0	2.667249219314266	
PositiveTail 6b	-16.0	6.0	-8.0	2.667249219314266	
PositiveTail 6c	-22.0	-12.0	-16.0	1.992487040499552	
PositiveTail 7	0.0	-54.0	26.0	4.24668553330819	2840
PositiveTail 7a	-6.0	-44.0	34.0	3.6446338884092127	
PositiveTail 7b	-4.0	-54.0	30.0	3.6446338884092127	
PositiveTail 7c	-4.0	-44.0	32.0	3.6446338884092127	
PositiveTail 8	26.0	-6.0	-22.0	3.6446338884092127	1872
PositiveTail 8a	26.0	4.0	-22.0	2.667249219314266	
PositiveTail 8b	18.0	-4.0	-16.0	2.3314390205271285	
PositiveTail 8c	34.0	2.0	-24.0	1.992487040499552	
PositiveTail 9	-2.0	54.0	28.0	3.6446338884092127	1576
PositiveTail 9a	4.0	50.0	36.0	2.998514028961422	
PositiveTail 9b	-4.0	52.0	22.0	2.667249219314266	
PositiveTail 9c	4.0	58.0	14.0	2.667249219314266	
PositiveTail 10	-6.0	42.0	-10.0	3.6446338884092127	3120
PositiveTail 10a	0.0	46.0	-14.0	3.6446338884092127	
PositiveTail 10b	0.0	52.0	-8.0	3.3272141020649437	
PositiveTail 10c	-2.0	40.0	-12.0	3.3272141020649437	
PositiveTail 11	2.0	8.0	56.0	3.6446338884092127	4056
PositiveTail 11a	2.0	8.0	42.0	3.6446338884092127	
PositiveTail 11b	0.0	10.0	56.0	3.6446338884092127	
PositiveTail 11c	6.0	8.0	50.0	3.6446338884092127	
PositiveTail 12	-58.0	-28.0	8.0	3.3272141020649437	744
PositiveTail 12a	-60.0	-20.0	4.0	2.3314390205271285	
PositiveTail 12b	-52.0	-28.0	0.0	2.3314390205271285	
PositiveTail 12c	-64.0	-26.0	8.0	1.992487040499552	
PositiveTail 13	36.0	-74.0	28.0	3.3272141020649437	160
PositiveTail 14	-30.0	-8.0	56.0	3.3272141020649437	872
PositiveTail 14a	-30.0	-2.0	62.0	2.667249219314266	
PositiveTail 14b	-36.0	-4.0	52.0	2.3314390205271285	
PositiveTail 14c	-30.0	-2.0	66.0	2.3314390205271285	
PositiveTail 15	28.0	0.0	56.0	2.998514028961422	1384
PositiveTail 15a	32.0	-8.0	56.0	2.998514028961422	
PositiveTail 15b	22.0	-8.0	58.0	2.667249219314266	
PositiveTail 15c	30.0	-10.0	52.0	2.667249219314266	
PositiveTail 16	8.0	-90.0	20.0	2.998514028961422	840
PositiveTail 16a	16.0	-88.0	24.0	2.3314390205271285	
PositiveTail 17	44.0	-66.0	22.0	2.998514028961422	272
PositiveTail 17a	42.0	-72.0	28.0	1.992487040499552	
PositiveTail 18	-12.0	10.0	0.0	2.998514028961422	360
PositiveTail 18a	-10.0	2.0	0.0	2.667249219314266	
PositiveTail 18b	-8.0	10.0	2.0	2.3314390205271285	
PositiveTail 19	-46.0	-38.0	46.0	2.998514028961422	1016
PositiveTail 19a	-38.0	-40.0	48.0	2.667249219314266	
PositiveTail 19b	-50.0	-38.0	44.0	2.3314390205271285	
PositiveTail 19c	-42.0	-34.0	40.0	2.3314390205271285	
PositiveTail 20	6.0	-58.0	56.0	2.667249219314266	624
PositiveTail 20a	6.0	-52.0	46.0	2.667249219314266	
PositiveTail 20b	8.0	-58.0	54.0	2.667249219314266	
PositiveTail 20c	0.0	-54.0	52.0	2.3314390205271285	
PositiveTail 21	-48.0	10.0	-30.0	2.667249219314266	912
PositiveTail 21a	-52.0	4.0	-36.0	2.3314390205271285	
PositiveTail 21b	-42.0	8.0	-32.0	2.3314390205271285	
PositiveTail 21c	-50.0	4.0	-32.0	1.992487040499552	
PositiveTail 22	-54.0	-6.0	-10.0	2.667249219314266	384
PositiveTail 22a	-54.0	-14.0	-8.0	2.667249219314266	
PositiveTail 23	0.0	-12.0	40.0	2.667249219314266	1664
PositiveTail 23a	4.0	-20.0	40.0	2.667249219314266	
PositiveTail 23b	2.0	-6.0	40.0	2.667249219314266	
PositiveTail 23c	2.0	-18.0	40.0	2.667249219314266	
PositiveTail 24	-2.0	36.0	40.0	2.3314390205271285	144
PositiveTail 25	-42.0	10.0	-6.0	2.3314390205271285	88
PositiveTail 26	-44.0	-32.0	0.0	2.3314390205271285	208
PositiveTail 27	40.0	0.0	50.0	2.3314390205271285	192
PositiveTail 28	-34.0	-30.0	58.0	1.992487040499552	80
PositiveTail 29	30.0	0.0	-32.0	1.992487040499552	136
