Cluster ID	X	Y	Z	Peak Stat	Cluster Size (mm3)
PositiveTail 1	-42.0	20.0	-8.0	6.785934141847998	16160
PositiveTail 1a	-46.0	28.0	-4.0	5.656225886144122	
PositiveTail 1b	-34.0	20.0	-10.0	4.599193694516519	
PositiveTail 1c	-36.0	12.0	-4.0	4.599193694516519	
PositiveTail 2	38.0	20.0	-4.0	5.898075971677708	7592
PositiveTail 2a	32.0	20.0	2.0	4.321882835355665	
PositiveTail 2b	48.0	26.0	0.0	3.717881033108549	
PositiveTail 2c	36.0	18.0	6.0	3.3956268089786703	
PositiveTail 3	-8.0	-58.0	28.0	5.656225886144122	6160
PositiveTail 3a	-2.0	-56.0	36.0	4.321882835355665	
PositiveTail 3b	-10.0	-50.0	20.0	3.0564584720729218	
PositiveTail 3c	-2.0	-62.0	42.0	2.362969353964889	
PositiveTail 4	-4.0	18.0	52.0	5.656225886144122	27408
PositiveTail 4a	-4.0	54.0	4.0	5.40784498072274	
PositiveTail 4b	-6.0	44.0	0.0	5.152478954402989	
PositiveTail 4c	0.0	52.0	8.0	5.152478954402989	
PositiveTail 5	-52.0	-60.0	28.0	5.152478954402989	12792
PositiveTail 5a	-58.0	-38.0	2.0	4.020875286278078	
PositiveTail 5b	-46.0	-62.0	32.0	4.020875286278078	
PositiveTail 5c	-48.0	-56.0	38.0	3.717881033108549	
PositiveTail 6	-46.0	6.0	48.0	4.878516981637241	3040
PositiveTail 6a	-36.0	4.0	56.0	2.008679079042692	
PositiveTail 7	50.0	-28.0	2.0	4.321882835355665	5480
PositiveTail 7a	54.0	-20.0	-4.0	4.020875286278078	
PositiveTail 7b	50.0	-32.0	-8.0	3.3956268089786703	
PositiveTail 7c	60.0	-8.0	-10.0	3.3956268089786703	
PositiveTail 8	-16.0	12.0	10.0	3.717881033108549	1000
PositiveTail 8a	-8.0	10.0	4.0	2.362969353964889	
PositiveTail 8b	-24.0	8.0	8.0	2.008679079042692	
PositiveTail 9	-42.0	-36.0	52.0	3.717881033108549	2208
PositiveTail 9a	-50.0	-34.0	42.0	3.0564584720729218	
PositiveTail 9b	-38.0	-38.0	52.0	3.0564584720729218	
PositiveTail 9c	-50.0	-34.0	46.0	2.708093678831888	
PositiveTail 10	6.0	-90.0	-2.0	3.0564584720729218	1544
PositiveTail 10a	-4.0	-88.0	0.0	2.708093678831888	
PositiveTail 10b	6.0	-86.0	0.0	2.708093678831888	
PositiveTail 10c	-12.0	-90.0	-4.0	2.362969353964889	
PositiveTail 11	2.0	18.0	-4.0	3.0564584720729218	1760
PositiveTail 11a	6.0	6.0	-2.0	3.0564584720729218	
PositiveTail 11b	-2.0	14.0	-6.0	2.708093678831888	
PositiveTail 11c	6.0	16.0	-8.0	2.708093678831888	
PositiveTail 12	24.0	-2.0	56.0	3.0564584720729218	992
PositiveTail 12a	18.0	4.0	52.0	2.008679079042692	
PositiveTail 12b	20.0	-6.0	60.0	2.008679079042692	
PositiveTail 13	42.0	-64.0	-18.0	3.0564584720729218	704
PositiveTail 13a	40.0	-62.0	-10.0	2.362969353964889	
PositiveTail 13b	42.0	-58.0	-18.0	2.008679079042692	
PositiveTail 14	-50.0	8.0	-24.0	2.708093678831888	504
PositiveTail 14a	-52.0	0.0	-24.0	2.362969353964889	
PositiveTail 14b	-50.0	8.0	-30.0	2.362969353964889	
PositiveTail 15	48.0	-62.0	-2.0	2.708093678831888	584
PositiveTail 15a	46.0	-70.0	8.0	2.362969353964889	
PositiveTail 15b	50.0	-66.0	-2.0	2.362969353964889	
PositiveTail 15c	50.0	-62.0	10.0	2.362969353964889	
PositiveTail 16	-6.0	10.0	0.0	2.708093678831888	112
PositiveTail 17	18.0	-82.0	-6.0	2.708093678831888	368
PositiveTail 17a	16.0	-94.0	0.0	2.362969353964889	
PositiveTail 18	-52.0	-54.0	-6.0	2.708093678831888	216
PositiveTail 18a	-46.0	-58.0	-10.0	2.008679079042692	
PositiveTail 19	32.0	-66.0	-20.0	2.708093678831888	136
PositiveTail 20	-20.0	-52.0	-22.0	2.008679079042692	120
