,all,working_memory,inhibition,flexibility
pooled_executive_function,0.871952752577744,0.8199175744828834,0.7844049660144584,0.5081681278410995
working_memory,0.8335042045852037,0.8088968656185526,0.7049475816512978,0.45061656511030224
inhibition,0.6543228180884624,0.5754991265693921,0.7077369094617987,0.3854494752269904
cognitive_flexibility,0.5204112180822049,0.4812611818492909,0.4565377574893271,0.47243033268871293
all_analyses,0.8834668844813309,0.830612579079643,0.7968663296107085,0.5057307995286267
