run,manual_name,auto_name,dice,pearson_r
v1-annotation-only,all,pooled_executive_function,0.719587493431424,0.8759328539092639
v1-annotation-only,working_memory,working_memory,0.6854467576451838,0.8264296145598998
v1-annotation-only,inhibition,inhibition,0.5252663940542638,0.7353027555371611
v1-annotation-only,flexibility,cognitive_flexibility,0.3113910186199343,0.5062989647745847
