run,n_rows,n_cols,dice_mean_full,dice_mean_diagonal,pearson_mean_full,pearson_mean_diagonal
v1-annotation-only,5,4,0.49030155782672347,0.5604229159377015,0.6741844074858592,0.7359910471952275
