,all,working_memory,inhibition,flexibility
pooled_executive_function,0.719587493431424,0.6873690786814156,0.6029720354588669,0.35626792462944595
working_memory,0.6735252077855618,0.6854467576451838,0.5479458505002943,0.34351006589686234
inhibition,0.4412017527307797,0.4261698566334328,0.5252663940542638,0.31240149315636667
cognitive_flexibility,0.2488111453628695,0.2525089757724818,0.25588543738473224,0.3113910186199343
all_analyses,0.7708490765650031,0.7153722441868257,0.6056338028169014,0.323915545221823
