run,manual_name,auto_name,n_analyses,n_unique_pmids,is_mapped
v1-annotation-only,all,pooled_executive_function,184,65,True
v1-annotation-only,working_memory,working_memory,81,27,True
v1-annotation-only,inhibition,inhibition,62,28,True
v1-annotation-only,flexibility,cognitive_flexibility,20,9,True
v1-annotation-only,,all_analyses,375,81,False
