,affiliation_merged,self_merged,others_merged,soccomm_merged,all_merged
affiliation_attachment,0.21054433413214652,0.20036849378166743,0.08274901785270276,0.05866088370832204,0.06785765327997713
perception_self,0.1660657257649119,0.31125986134353334,0.19713022440977726,0.21129538323621694,0.19510939510939512
perception_others,0.22291317866539107,0.3045874988321032,0.644553682179446,0.5029854310962503,0.6715973292244478
social_communication,0.2092098438130367,0.2819789035804487,0.5151495983300651,0.5374240502103225,0.4854389813739407
social_processing_all,0.23995642980713783,0.3394409208362697,0.661726874958774,0.514503503206518,0.7223023013072221
all_analyses,0.22341818181818182,0.32436789639143404,0.6449570330167345,0.514921878326025,0.7478510028653295
all_studies,0.22341818181818182,0.32436789639143404,0.6449570330167345,0.514921878326025,0.7478510028653295
all_abstract,0.22341818181818182,0.32436789639143404,0.6449570330167345,0.514921878326025,0.7478510028653295
