project_name,version,canonical_run_name,allstudies_run_name,canonical_recall,canonical_precision,canonical_f1,allstudies_recall,allstudies_precision,allstudies_f1,delta_recall_allstudies_minus_canonical,delta_precision_allstudies_minus_canonical,delta_f1_allstudies_minus_canonical
emotion_regulation_2022,4,v4,v4-allstudies,0.659091,0.308511,0.420290,0.602273,0.392593,0.475336,-0.056818,0.084082,0.055046
