run,n_rows,n_cols,dice_mean_full,dice_mean_diagonal,pearson_mean_full,pearson_mean_diagonal
v4-allstudies,7,4,0.3806341926286362,0.5984588981953021,0.5407922424966324,0.8065151608546626
