Cluster ID	X	Y	Z	Peak Stat	Cluster Size (mm3)
PositiveTail 1	54.0	-52.0	20.0	7.779076203239382	46624
PositiveTail 1a	50.0	-62.0	8.0	7.172296135129126	
PositiveTail 1b	58.0	-40.0	20.0	7.172296135129126	
PositiveTail 1c	50.0	-66.0	4.0	6.990230851715498	
PositiveTail 2	-48.0	-68.0	10.0	7.686218032053563	23016
PositiveTail 2a	-52.0	-58.0	22.0	7.34313671696646	
PositiveTail 2b	-48.0	-64.0	26.0	6.788880501954318	
PositiveTail 2c	-56.0	-52.0	18.0	6.582365271953316	
PositiveTail 3	0.0	-58.0	28.0	7.686218032053563	9944
PositiveTail 3a	2.0	-52.0	42.0	3.308621400843975	
PositiveTail 3b	8.0	-56.0	46.0	2.729597432171226	
PositiveTail 3c	0.0	-54.0	52.0	2.4310802500972084	
PositiveTail 4	-38.0	20.0	-2.0	6.990230851715498	27672
PositiveTail 4a	-40.0	18.0	-10.0	6.146750710186185	
PositiveTail 4b	-42.0	24.0	-4.0	5.922769372355683	
PositiveTail 4c	-48.0	8.0	-28.0	5.922769372355683	
PositiveTail 5	48.0	26.0	0.0	6.788880501954318	18032
PositiveTail 5a	38.0	24.0	-6.0	6.582365271953316	
PositiveTail 5b	50.0	30.0	2.0	6.582365271953316	
PositiveTail 5c	38.0	24.0	-2.0	6.370479025597734	
PositiveTail 6	-4.0	54.0	28.0	5.922769372355683	32264
PositiveTail 6a	-6.0	52.0	36.0	5.684574520089028	
PositiveTail 6b	-4.0	8.0	54.0	5.186349283142027	
PositiveTail 6c	-6.0	44.0	40.0	4.931702485903937	
PositiveTail 7	-20.0	-4.0	-20.0	4.672529141826632	3944
PositiveTail 7a	-12.0	10.0	0.0	3.5904756493366685	
PositiveTail 7b	-10.0	2.0	0.0	3.308621400843975	
PositiveTail 7c	-24.0	0.0	-14.0	2.729597432171226	
PositiveTail 8	28.0	0.0	56.0	4.409275117285528	3312
PositiveTail 8a	32.0	0.0	48.0	3.868508703778164	
PositiveTail 8b	32.0	-8.0	56.0	3.308621400843975	
PositiveTail 8c	42.0	0.0	50.0	3.0215994373931454	
PositiveTail 9	26.0	-6.0	-20.0	4.13859782529783	3312
PositiveTail 9a	18.0	-2.0	-16.0	3.308621400843975	
PositiveTail 9b	24.0	-10.0	-12.0	3.0215994373931454	
PositiveTail 9c	26.0	4.0	-22.0	3.0215994373931454	
PositiveTail 10	-38.0	-46.0	50.0	3.868508703778164	3856
PositiveTail 10a	-42.0	-40.0	44.0	3.5904756493366685	
PositiveTail 10b	-38.0	-42.0	52.0	3.5904756493366685	
PositiveTail 10c	-32.0	-52.0	48.0	3.308621400843975	
PositiveTail 11	-30.0	-4.0	54.0	3.868508703778164	2552
PositiveTail 11a	-24.0	0.0	64.0	1.81130755947475	
PositiveTail 12	-42.0	-50.0	-14.0	3.5904756493366685	2720
PositiveTail 12a	-42.0	-56.0	-22.0	3.5904756493366685	
PositiveTail 12b	-38.0	-48.0	-22.0	3.5904756493366685	
PositiveTail 12c	-46.0	-58.0	-20.0	3.0215994373931454	
PositiveTail 13	18.0	-92.0	0.0	3.5904756493366685	1888
PositiveTail 13a	10.0	-88.0	2.0	2.729597432171226	
PositiveTail 13b	18.0	-88.0	-4.0	2.729597432171226	
PositiveTail 13c	8.0	-88.0	-2.0	2.124858723942178	
PositiveTail 14	-2.0	-20.0	36.0	3.0215994373931454	2088
PositiveTail 14a	2.0	-12.0	38.0	3.0215994373931454	
PositiveTail 14b	-2.0	-20.0	40.0	2.729597432171226	
PositiveTail 14c	6.0	-16.0	40.0	2.729597432171226	
PositiveTail 15	4.0	-90.0	22.0	2.729597432171226	1416
PositiveTail 15a	10.0	-88.0	30.0	2.729597432171226	
PositiveTail 15b	12.0	-88.0	22.0	2.729597432171226	
PositiveTail 15c	6.0	-86.0	28.0	2.4310802500972084	
PositiveTail 16	-10.0	-12.0	4.0	2.729597432171226	360
PositiveTail 17	36.0	-74.0	28.0	2.729597432171226	112
PositiveTail 18	-6.0	-90.0	2.0	2.4310802500972084	88
PositiveTail 19	-8.0	-92.0	16.0	2.4310802500972084	88
PositiveTail 20	-42.0	2.0	48.0	2.4310802500972084	120
PositiveTail 21	18.0	-78.0	-32.0	2.124858723942178	312
PositiveTail 21a	24.0	-82.0	-28.0	2.124858723942178	
PositiveTail 21b	18.0	-78.0	-36.0	1.81130755947475	
PositiveTail 22	28.0	-78.0	-28.0	2.124858723942178	96
PositiveTail 23	-2.0	40.0	8.0	2.124858723942178	256
PositiveTail 23a	8.0	36.0	12.0	1.81130755947475	
