,all,decrease,functional,structural
dementia_all,0.6660163442798628,0.6255539436605076,0.47230110777811946,0.6451661812449295
dementia_decreasing_activity,0.6799579025500436,0.6445032411430837,0.5030117695688177,0.6424286284827426
functional,0.4394480448335134,0.4475052948819851,0.48517263489616713,0.3505732387686111
structural,0.6289889162224171,0.5811024654677525,0.4097263029729403,0.6365543418786629
all_analyses,0.6400282034867623,0.6109579146339894,0.47411760616310156,0.6168695522936133
all_studies,0.6838572651725989,0.6511762765418789,0.5355830927254245,0.6346786488708241
all_abstract,0.6823229631966815,0.6504414194274204,0.5299925465131807,0.6358765430525252
