Cluster ID	X	Y	Z	Peak Stat	Cluster Size (mm3)
PositiveTail 1	-2.0	-54.0	32.0	10.24787188410396	14384
PositiveTail 1a	2.0	-40.0	42.0	2.963619695869457	
PositiveTail 1b	-10.0	-54.0	10.0	2.737133465411509	
PositiveTail 1c	-6.0	-62.0	14.0	2.508968553557325	
PositiveTail 2	38.0	22.0	-4.0	10.053003200892173	35352
PositiveTail 2a	48.0	26.0	0.0	8.020702318472406	
PositiveTail 2b	54.0	26.0	6.0	6.041393286186483	
PositiveTail 2c	44.0	12.0	34.0	5.850857966032224	
PositiveTail 3	-4.0	54.0	28.0	9.487833505252176	55056
PositiveTail 3a	-2.0	52.0	20.0	8.521579069436505	
PositiveTail 3b	-4.0	16.0	52.0	8.190783722727804	
PositiveTail 3c	2.0	56.0	14.0	7.328682504212798	
PositiveTail 4	-40.0	24.0	-8.0	9.33644183755669	97488
PositiveTail 4a	-48.0	-60.0	28.0	9.009432633152011	
PositiveTail 4b	-42.0	20.0	-8.0	9.009432633152011	
PositiveTail 4c	-50.0	-60.0	26.0	9.009432633152011	
PositiveTail 5	56.0	-48.0	16.0	8.020702318472406	58240
PositiveTail 5a	52.0	-58.0	14.0	7.674679803359711	
PositiveTail 5b	52.0	-46.0	12.0	7.502478554115756	
PositiveTail 5c	54.0	-56.0	20.0	7.502478554115756	
PositiveTail 6	20.0	-90.0	0.0	5.4651314364060966	7656
PositiveTail 6a	8.0	-88.0	4.0	3.1855739416650817	
PositiveTail 6b	16.0	-82.0	-6.0	3.1855739416650817	
PositiveTail 6c	28.0	-88.0	6.0	2.963619695869457	
PositiveTail 7	26.0	-2.0	-18.0	4.872912877681815	2912
PositiveTail 7a	18.0	-2.0	-16.0	3.8373441766783607	
PositiveTail 8	-2.0	-20.0	40.0	3.8373441766783607	2320
PositiveTail 8a	4.0	-14.0	36.0	2.737133465411509	
PositiveTail 8b	2.0	-26.0	42.0	2.043057072693125	
PositiveTail 9	-16.0	-94.0	2.0	3.4054765604599315	1296
PositiveTail 9a	-6.0	-90.0	2.0	2.963619695869457	
PositiveTail 9b	-2.0	-84.0	-2.0	2.963619695869457	
PositiveTail 9c	-12.0	-94.0	6.0	2.737133465411509	
PositiveTail 10	28.0	0.0	56.0	3.4054765604599315	1288
PositiveTail 10a	22.0	-6.0	56.0	2.508968553557325	
PositiveTail 10b	30.0	0.0	50.0	2.508968553557325	
PositiveTail 10c	22.0	2.0	56.0	2.043057072693125	
PositiveTail 11	34.0	-74.0	26.0	2.737133465411509	320
PositiveTail 12	48.0	-44.0	44.0	2.737133465411509	344
PositiveTail 12a	56.0	-44.0	40.0	2.508968553557325	
PositiveTail 13	-46.0	-32.0	16.0	2.737133465411509	408
PositiveTail 13a	-40.0	-30.0	10.0	2.508968553557325	
PositiveTail 14	-12.0	-82.0	-4.0	2.508968553557325	96
PositiveTail 15	42.0	-4.0	48.0	2.508968553557325	88
PositiveTail 16	8.0	-90.0	20.0	2.508968553557325	536
PositiveTail 16a	8.0	-88.0	28.0	2.2769525200322067	
PositiveTail 16b	10.0	-84.0	18.0	2.043057072693125	
PositiveTail 17	28.0	-78.0	-28.0	2.2769525200322067	136
