,affiliation_merged,self_merged,others_merged,soccomm_merged,all_merged
affiliation_attachment,0.6464981002749014,0.6227964886164311,0.5964031580803305,0.5465059294972294,0.6653878609409066
perception_self,0.535607964518383,0.7081200211560135,0.598084525044548,0.5277813660885634,0.6564728896814289
perception_others,0.655267655928325,0.6472426222235832,0.8552506864131648,0.7202022037941948,0.8720397331694819
social_communication,0.610174733201551,0.6650779209295169,0.7816095623518438,0.7897681591609286,0.8503755939695524
social_processing_all,0.6707123759711063,0.6950780625647829,0.8719378688416498,0.718656606137849,0.8910395582682571
all_analyses,0.6527472378055446,0.6888372536740245,0.8575808838138637,0.7199036636836361,0.8890534599615598
all_studies,0.6550880460782038,0.6935912412757718,0.8566421633309956,0.7386986721188666,0.89864437747036
all_abstract,0.6535155449663487,0.6908340271521977,0.8587656830205281,0.7262330510317653,0.8937352854680343
