,affiliation_merged,self_merged,others_merged,soccomm_merged,all_merged
affiliation_attachment,0.4150478978179883,0.4203260390659421,0.40053862693569053,0.32743284113147125,0.4174018248727126
perception_self,0.36699968228192187,0.4650860467995543,0.4177763734031508,0.3496564964955703,0.41568871810849173
perception_others,0.33771417270455406,0.40515418945672965,0.6567597765363129,0.581070542360865,0.7526214322659519
social_communication,0.32390745501285345,0.3983576017944721,0.579902173240047,0.5908167923310614,0.678040782867097
social_processing_all,0.33408141421814036,0.41494499814237484,0.6583316419728029,0.5722641768501991,0.7641719982145514
all_analyses,0.3114542272526538,0.39625307125307124,0.6379055473430327,0.5647594124376997,0.7520808955026163
all_studies,0.2923019388987975,0.37551186994082036,0.5973123750043858,0.5426161936798218,0.7344373604389165
all_abstract,0.3023448529863115,0.3878516161689204,0.6184636998878523,0.5557526102812609,0.7464459735125937
