run,manual_name,auto_name,n_analyses,n_unique_pmids,is_mapped
v3,affiliation_merged,affiliation_attachment,171,58,True
v3,self_merged,perception_self,183,60,True
v3,others_merged,perception_others,921,259,True
v3,soccomm_merged,social_communication,499,136,True
v3,all_merged,social_processing_all,1063,271,True
v3,,all_abstract,1891,386,False
v3,,all_analyses,1772,313,False
v3,,all_studies,2144,529,False
