,all,working_memory,inhibition,flexibility
pooled_executive_function,0.7732333502796136,0.6915214802094009,0.5446453493781596,0.29172490153013997
working_memory,0.7744397554283485,0.7282663605051665,0.5631455602812256,0.3094665228573799
inhibition,0.6774533943017939,0.6229847339135397,0.6190850430178689,0.3426165969352396
cognitive_flexibility,0.6400741796452427,0.633695883159786,0.533569466203483,0.36998556998557
all_analyses,0.7401209629222347,0.6534694512100326,0.5141647953014338,0.2750561797752809
all_studies,0.6837938629969685,0.5931340341655716,0.4707400144493756,0.2445426386177131
all_abstract,0.7192699079308674,0.6274563591022444,0.4999172185430464,0.26316039754624565
