run,manual_name,auto_name,dice,pearson_r
v1,all,pooled_executive_function,0.7732333502796136,0.923271554286062
v1,working_memory,working_memory,0.7282663605051665,0.8900283917487495
v1,inhibition,inhibition,0.6190850430178689,0.8046067467150234
v1,flexibility,cognitive_flexibility,0.36998556998557,0.5893509492241242
