run,manual_name,auto_name,n_analyses,n_unique_pmids,is_mapped
v1,global_calculationandvisuospatialandword_mni_final,domain_general_problem_solving,728,163,True
v1,calculation_mni_final,mathematical_problem_solving,245,62,True
v1,wordproblems_mni_final,verbal_problem_solving,177,52,True
v1,visuospatialreasoning_mni_final,visuospatial_problem_solving,308,75,True
v1,demand_mni_final,logical_reasoning,292,72,True
v1,,all_analyses,905,175,False
