pmid,tier,status,route,next_action
28506079,excluded,usable_html,pmc,none
28541079,excluded,usable_html,pmc,none
28579154,excluded,absent,elsevier,elsevier: needs ELSEVIER_INSTTOKEN
28579400,excluded,absent,elsevier,elsevier: needs ELSEVIER_INSTTOKEN
28583387,excluded,usable_html,elsevier,none
28613974,excluded,on_disk_no_tables,pmc,re-download via pmc
28644924,excluded,absent,other,manual via other
28688264,excluded,absent,elsevier,elsevier: needs ELSEVIER_INSTTOKEN
28701109,excluded,absent,no-link,manual via no-link
28803557,excluded,usable_html,pmc,none
28825953,excluded,absent,other,manual via other
28837828,excluded,usable_html,elsevier,none
28843088,excluded,usable_html,elsevier,none
28858660,excluded,absent,elsevier,elsevier: needs ELSEVIER_INSTTOKEN
28866781,excluded,absent,other,manual via other
28888770,excluded,usable_html,elsevier,none
28899785,excluded,absent,elsevier,elsevier: needs ELSEVIER_INSTTOKEN
28901577,excluded,absent,other,manual via other
28905640,excluded,absent,other,manual via other
28916500,excluded,absent,elsevier,elsevier: needs ELSEVIER_INSTTOKEN
28938222,excluded,usable_elsevier_xml,elsevier,none
28975416,excluded,absent,other,manual via other
28992395,excluded,absent,other,manual via other
29019036,excluded,absent,other,manual via other
29054435,excluded,absent,elsevier,elsevier: needs ELSEVIER_INSTTOKEN
29079320,excluded,absent,elsevier,elsevier: needs ELSEVIER_INSTTOKEN
29129791,excluded,absent,elsevier,elsevier: needs ELSEVIER_INSTTOKEN
29130061,excluded,on_disk_no_tables,pmc,re-download via pmc
29166323,excluded,absent,other,manual via other
29214483,excluded,absent,other,manual via other
29309854,excluded,absent,elsevier,elsevier: needs ELSEVIER_INSTTOKEN
29309953,excluded,absent,elsevier,elsevier: needs ELSEVIER_INSTTOKEN
29358097,excluded,absent,elsevier,elsevier: needs ELSEVIER_INSTTOKEN
29378280,excluded,absent,elsevier,elsevier: needs ELSEVIER_INSTTOKEN
29380360,excluded,usable_html,pmc,none
29413143,excluded,usable_html,elsevier,none
29414563,excluded,absent,elsevier,elsevier: needs ELSEVIER_INSTTOKEN
29454977,excluded,absent,elsevier,elsevier: needs ELSEVIER_INSTTOKEN
29462339,excluded,usable_html,pmc,none
29496127,excluded,usable_html,elsevier,none
29524099,excluded,usable_html,pmc,none
29555429,excluded,on_disk_no_tables,elsevier,re-download via elsevier
29607288,excluded,usable_html,pmc,none
29614348,excluded,usable_elsevier_xml,elsevier,none
29618853,excluded,usable_html,pmc,none
29627273,excluded,absent,elsevier,elsevier: needs ELSEVIER_INSTTOKEN
29667267,excluded,usable_html,pmc,none
29688873,excluded,usable_html,pmc,none
29723776,excluded,absent,elsevier,elsevier: needs ELSEVIER_INSTTOKEN
29734226,excluded,on_disk_no_tables,pmc,re-download via pmc
29781643,excluded,on_disk_no_tables,pmc,re-download via pmc
29803001,excluded,usable_elsevier_xml,elsevier,none
29803529,excluded,usable_html,elsevier,none
29807152,excluded,absent,elsevier,elsevier: needs ELSEVIER_INSTTOKEN
29859220,excluded,absent,elsevier,elsevier: needs ELSEVIER_INSTTOKEN
29913130,excluded,absent,elsevier,elsevier: needs ELSEVIER_INSTTOKEN
29934780,excluded,absent,other,manual via other
29935207,excluded,absent,elsevier,elsevier: needs ELSEVIER_INSTTOKEN
29954697,excluded,absent,elsevier,elsevier: needs ELSEVIER_INSTTOKEN
29969580,excluded,absent,elsevier,elsevier: needs ELSEVIER_INSTTOKEN
29981785,excluded,absent,elsevier,elsevier: needs ELSEVIER_INSTTOKEN
30005995,excluded,absent,elsevier,elsevier: needs ELSEVIER_INSTTOKEN
30056197,excluded,usable_html,elsevier,none
30058519,excluded,absent,other,manual via other
30058761,excluded,absent,other,manual via other
30073554,excluded,absent,other,manual via other
30095582,excluded,absent,other,manual via other
30111185,excluded,absent,other,manual via other
30116768,excluded,on_disk_no_tables,pmc,re-download via pmc
30119840,excluded,absent,elsevier,elsevier: needs ELSEVIER_INSTTOKEN
30119874,excluded,absent,elsevier,elsevier: needs ELSEVIER_INSTTOKEN
30125247,excluded,usable_html,pmc,none
30167865,excluded,absent,other,manual via other
30169711,excluded,absent,other,manual via other
30207258,excluded,usable_html,pmc,none
30237106,excluded,absent,elsevier,elsevier: needs ELSEVIER_INSTTOKEN
30243957,excluded,absent,elsevier,elsevier: needs ELSEVIER_INSTTOKEN
30253000,excluded,usable_html,pmc,none
30266022,excluded,usable_html,elsevier,none
30268936,excluded,usable_html,elsevier,none
30274684,excluded,usable_elsevier_xml,elsevier,none
30359065,excluded,usable_html,pmc,none
30384144,excluded,usable_html,elsevier,none
30391563,excluded,usable_html,elsevier,none
30394252,excluded,usable_html,pmc,none
30502352,excluded,usable_html,elsevier,none
30530040,excluded,absent,elsevier,elsevier: needs ELSEVIER_INSTTOKEN
30628810,excluded,usable_html,pmc,none
30704974,excluded,absent,elsevier,elsevier: needs ELSEVIER_INSTTOKEN
30711854,excluded,absent,elsevier,elsevier: needs ELSEVIER_INSTTOKEN
30739618,excluded,absent,other,manual via other
30744720,excluded,absent,other,manual via other
30780118,excluded,usable_html,elsevier,none
30813750,excluded,absent,other,manual via other
30848160,excluded,usable_html,pmc,none
30880661,excluded,absent,other,manual via other
30897955,excluded,absent,other,manual via other
30898336,excluded,usable_html,elsevier,none
31022627,excluded,absent,elsevier,elsevier: needs ELSEVIER_INSTTOKEN
31054766,excluded,usable_html,elsevier,none
31056820,excluded,usable_html,pmc,none
31073964,excluded,absent,other,manual via other
31088209,excluded,usable_html,pmc,none
31129312,excluded,absent,elsevier,elsevier: needs ELSEVIER_INSTTOKEN
31250445,excluded,absent,other,manual via other
31278951,excluded,absent,elsevier,elsevier: needs ELSEVIER_INSTTOKEN
31292066,excluded,usable_html,elsevier,none
31328716,excluded,absent,other,manual via other
31400532,excluded,absent,elsevier,elsevier: needs ELSEVIER_INSTTOKEN
31441517,excluded,absent,other,manual via other
31455572,excluded,usable_html,elsevier,none
31465844,excluded,absent,elsevier,elsevier: needs ELSEVIER_INSTTOKEN
31476764,excluded,usable_html,pmc,none
31491521,excluded,usable_html,elsevier,none
31509248,excluded,usable_html,pmc,none
31591898,excluded,absent,other,manual via other
31627112,excluded,usable_elsevier_xml,elsevier,none
31673773,excluded,absent,other,manual via other
31702089,excluded,usable_html,pmc,none
31728624,excluded,absent,other,manual via other
31769368,excluded,usable_html,pmc,none
31877433,excluded,absent,elsevier,elsevier: needs ELSEVIER_INSTTOKEN
31888419,excluded,absent,other,manual via other
31891860,excluded,usable_html,elsevier,none
31926904,excluded,usable_html,elsevier,none
