,all,working_memory,inhibition,flexibility
pooled_executive_function,0.8812735551560749,0.829671726509744,0.8063354017264475,0.5377953591250083
working_memory,0.8471730335374843,0.8254684067357646,0.7196407356799281,0.5143255127887171
inhibition,0.7426798614717838,0.6683424309897558,0.7874238439851161,0.47168546720056287
cognitive_flexibility,0.44134923387854624,0.4121807805191816,0.38594122806654163,0.4418443674478146
all_analyses,0.8872630012351819,0.8366339246200145,0.8193310962803977,0.5581942669553493
