,global_calculationandvisuospatialandword_mni_final,calculation_mni_final,wordproblems_mni_final,visuospatialreasoning_mni_final,demand_mni_final
domain_general_problem_solving,0.7716321887571379,0.675584322186264,0.5754322391626993,0.4913618704907174,0.5835751596053396
mathematical_problem_solving,0.6376700726736244,0.7489128465301685,0.4936035434142479,0.39545833427200433,0.564879269088536
verbal_problem_solving,0.536699357830239,0.4644921552436003,0.6666332137391173,0.2880934455775329,0.5441192711209276
visuospatial_problem_solving,0.49389819672439406,0.4083431534291775,0.3963712491277041,0.5164178404856212,0.4662520682375763
logical_reasoning,0.590519765739385,0.5773200574175762,0.5352428393524284,0.42210941395095863,0.7185933777010928
all_analyses,0.7626261105255233,0.6672415961479725,0.5849768875192604,0.4792471733218835,0.583932232876996
all_studies,0.7626261105255233,0.6672415961479725,0.5849768875192604,0.4792471733218835,0.583932232876996
all_abstract,0.7626261105255233,0.6672415961479725,0.5849768875192604,0.4792471733218835,0.583932232876996
