,global_calculationandvisuospatialandword_mni_final,calculation_mni_final,wordproblems_mni_final,visuospatialreasoning_mni_final,demand_mni_final
domain_general_problem_solving,0.9169653190556819,0.8540563645702973,0.7693032205182961,0.6135581528457784,0.7904720159992055
mathematical_problem_solving,0.8652768320840658,0.904747168289996,0.6563370505918572,0.4972199288588532,0.7202619874953206
verbal_problem_solving,0.7547020649924351,0.6526703541679069,0.8217216130925533,0.41688698707736677,0.702720873439324
visuospatial_problem_solving,0.690997314459836,0.5570083526702452,0.5296834389890285,0.7066147670565487,0.6205592135423241
logical_reasoning,0.8099240214003601,0.7403901057933018,0.6926045247816042,0.5540479721799187,0.871120107759197
all_analyses,0.9127066207933185,0.8438445235510081,0.7757052121504706,0.6124143623853897,0.7886955710067077
all_studies,0.9127066207933185,0.8438445235510081,0.7757052121504706,0.6124143623853897,0.7886955710067077
all_abstract,0.9127066207933185,0.8438445235510081,0.7757052121504706,0.6124143623853897,0.7886955710067077
