run,manual_name,auto_name,dice,pearson_r
v1-annotation-only,all,pooled_executive_function,0.7058799733004308,0.879441735246404
v3-annotation-only,all,pooled_executive_function,0.7204175142287699,0.8823495050404236
v1-annotation-only,working_memory,working_memory,0.6465229502848395,0.8370547657905404
v3-annotation-only,working_memory,working_memory,0.6286066647825082,0.8133909790581235
v1-annotation-only,inhibition,inhibition,0.5534225621414914,0.7695130231334946
v3-annotation-only,inhibition,inhibition,0.5876645355396766,0.7963617542352844
v1-annotation-only,flexibility,cognitive_flexibility,0.3563364894391843,0.6434325047319518
v3-annotation-only,flexibility,cognitive_flexibility,0.2856511490866235,0.586896518404456
