,all,working_memory,inhibition,flexibility
pooled_executive_function,0.6994450896889921,0.576823928965997,0.4713609494258601,0.08462267129775813
working_memory,0.693245443354644,0.6174529454901002,0.4540669381269242,0.08171834625322998
inhibition,0.5802205865492651,0.4592898603775558,0.5620954028817756,0.09295600082627556
cognitive_flexibility,0.2907367987365241,0.2665712722528513,0.2546753519646985,0.2205761316872428
all_analyses,0.6794678759321914,0.5558252427184466,0.4528611177016155,0.08162604259454206
