run,n_rows,n_cols,dice_mean_full,dice_mean_diagonal,pearson_mean_full,pearson_mean_diagonal
v1-annotation-only,5,4,0.4130427977527531,0.5655404937914865,0.6220577121447846,0.7823605072255977
v3-annotation-only,5,4,0.4128272546918278,0.5555849659093945,0.6192232139003101,0.769749689184572
