,all,working_memory,inhibition,flexibility
pooled_executive_function,0.8838840029461091,0.8104966533286885,0.7458218205265947,0.34714935665257646
working_memory,0.8458216053690678,0.8294391330312303,0.6532014842314281,0.28316841092328354
inhibition,0.7277574705294584,0.6058778913737866,0.7694562112324805,0.28816928477103343
cognitive_flexibility,0.5572690945385904,0.4976068702518666,0.4448869456967869,0.520995941106827
all_analyses,0.882581486160474,0.8050327506322441,0.7494990847417369,0.3572095243718268
