,all,working_memory,inhibition,flexibility
pooled_executive_function,0.7204175142287699,0.600083133197857,0.5053526529977449,0.09684584629053754
working_memory,0.6730343675202095,0.6286066647825082,0.4591180255000585,0.09389067524115756
inhibition,0.5579607415485278,0.4629091489701421,0.5876645355396766,0.1112654857010536
cognitive_flexibility,0.27190588806015403,0.24289386971792737,0.18914904770225408,0.2856511490866235
all_analyses,0.6790859147116194,0.549330905059783,0.4586927562184709,0.08268677176148047
