,all,working_memory,inhibition,flexibility
pooled_executive_function,0.7219575392845202,0.6085053305405851,0.5117830853148334,0.09912126537785589
working_memory,0.682008853044103,0.6428647046368834,0.4715206146586406,0.09164806469275155
inhibition,0.5198581179126135,0.41985619642688937,0.5498451555817726,0.1130952380952381
cognitive_flexibility,0.29792335084440996,0.27967649360813984,0.2596180156515077,0.19269844814111867
all_analyses,0.6797457372027551,0.5562685866332759,0.4518938495699226,0.08534973429365272
