,1_reward_neutral_2020_wbonly,2_drug_neutral_2020_wbonly,3_natural_neutral_2020_wbonly
pooled_cue_reactivity,0.6543910117238385,0.549204063674906,0.5016407689887169
drug_cue_reactivity,0.6092919865680818,0.6308575803981623,0.4161354299475846
natural_reward_cue_reactivity,0.5661020528213095,0.41721710096537706,0.5172901921132457
all_analyses,0.657217569257589,0.5330292776224805,0.5101520733497688
all_studies,0.6496561347553075,0.5291213643536549,0.5002660118682218
all_abstract,0.6439977456321623,0.5265825734844292,0.49351041352248715
