,1_reward_neutral_2020_wbonly,2_drug_neutral_2020_wbonly,3_natural_neutral_2020_wbonly
pooled_cue_reactivity,0.7911209395035271,0.7619717535458841,0.6245679768995932
drug_cue_reactivity,0.7819091294842894,0.8369058884212478,0.5410432704532259
natural_reward_cue_reactivity,0.681018212821989,0.5866418306076923,0.6114593360184766
all_analyses,0.7911609292139119,0.7518882291134873,0.6348517202703792
all_studies,0.7889149859131017,0.7559444382529159,0.6256675839089655
all_abstract,0.7818389728290703,0.7502821563195133,0.6208628535795758
