,1_reward_neutral_2020_wbonly,2_drug_neutral_2020_wbonly,3_natural_neutral_2020_wbonly
pooled_cue_reactivity,0.7549407114624506,0.569058568329718,0.6361123235850429
drug_cue_reactivity,0.5784729772384526,0.6896040143994764,0.3588791020033156
natural_reward_cue_reactivity,0.6794398226961744,0.42580518844836024,0.725839405500208
all_analyses,0.7475263325885733,0.5513241769074062,0.6277419354838709
all_studies,0.7475263325885733,0.5513241769074062,0.6277419354838709
all_abstract,0.7475263325885733,0.5513241769074062,0.6277419354838709
