run,n_rows,n_cols,dice_mean_full,dice_mean_diagonal,pearson_mean_full,pearson_mean_diagonal
v1,6,3,0.4116362944529668,0.3088178895400542,0.6095793480879704,0.555363577693528
v2,6,3,0.5157376210744108,0.5437363076895289,0.6950660129333213,0.7327558506639072
v3,6,3,0.5199233334636184,0.5653657595313605,0.6960787284684539,0.7449380533700949
v4,6,3,0.513848635444009,0.5466326678626942,0.6946211102775296,0.7383031903920315
v5,6,3,0.5313584073241766,0.5789137270907582,0.6980583808476006,0.7352652454078576
v5-annotation-only,6,3,0.5997970438613502,0.6814703814085066,0.7685771255160306,0.8434760550914292
v5-recent,6,3,0.5415557973869977,0.588665388508709,0.707698102335791,0.7453873371300674
