,1_reward_neutral_2020_wbonly,2_drug_neutral_2020_wbonly,3_natural_neutral_2020_wbonly
pooled_cue_reactivity,0.8306154040429374,0.7786724657074346,0.6773558766937535
drug_cue_reactivity,0.7526830076044725,0.826497466000804,0.5053851848321453
natural_reward_cue_reactivity,0.6930606268954919,0.5553043264593838,0.6663141080725451
all_analyses,0.8134068776810512,0.7734798546722187,0.6526309195989544
all_studies,0.7845272110299427,0.7550179806138579,0.6198203389198175
all_abstract,0.7842225859463571,0.7536201889672945,0.6219973740549591
