run,n_rows,n_cols,dice_mean_full,dice_mean_diagonal,pearson_mean_full,pearson_mean_diagonal
v1-annotation-only,4,1,0.6084799789626573,0.8747873426335488,0.7141995228767656,0.910444287735257
