run,manual_name,auto_name,dice,pearson_r
v2-annotation-only,all_drug_classes,all_drug_classes,0.06429503916449086,0.5874616336569171
v2-annotation-only,alcohol,alcohol,0.4202801867911941,0.810132959100735
v2-annotation-only,nicotine,nicotine,0.0,0.3861868447686792
v2-annotation-only,opioids,opioids,0.0,0.7469884906820718
v2-annotation-only,stimulants,stimulants,0.0,0.6340163412652983
v2-annotation-only,cannabis,cannabis,0.0,0.5169336968405587
