run,n_rows,n_cols,dice_mean_full,dice_mean_diagonal,pearson_mean_full,pearson_mean_diagonal
v4-annotation-only,7,4,0.33773292798442256,0.5955362757106049,0.4840391220712806,0.8107160275501953
