,decrease,increase,maintain,reappraisal
decrease,0.7149228482083355,0.2916459390442079,0.05987817492242271,0.6891109942135718
increase,0.17691992398554235,0.45349354695149086,0.050205506695540726,0.22325547866205306
maintain,0.03708191270534532,0.04596665164488508,0.4583906135106621,0.035938015166501816
reappraisal,0.677001013171226,0.42071916130507203,0.07853700028352707,0.7121598534181791
all_analyses,0.5689051670182433,0.34605286189392614,0.2631457268360348,0.5836171275484721
all_studies,0.5585000979901139,0.3344665695321353,0.28518687219811567,0.5753576767029682
all_abstract,0.5585000979901139,0.3344665695321353,0.28518687219811567,0.5753576767029682
