run,n_rows,n_cols,dice_mean_full,dice_mean_diagonal,pearson_mean_full,pearson_mean_diagonal
v2-allstudies,7,4,0.3205271543643935,0.3826358359895694,0.5646142115559339,0.6006568195498014
