,all,decrease,functional,structural
dementia_all,0.3993056894889103,0.41839364882977625,0.2683464211061522,0.33766531173069214
dementia_decreasing_activity,0.3931284821880804,0.4483542091465191,0.31962761830876646,0.331101483523697
functional,0.3342746730083234,0.32779004169732645,0.3695419520547945,0.16213287092229328
structural,0.2466084101771834,0.2695615395460313,0.10265033229241732,0.31334149326805383
all_analyses,0.4084654973217099,0.3462306302880502,0.2402545210984595,0.27361101734962534
all_studies,0.4543324588982117,0.3391845196959226,0.26049433030470115,0.2664962993321922
all_abstract,0.45897870027800425,0.34825966984557294,0.26478531943357647,0.2718431810679735
