,all,decrease,functional,structural
dementia_all,0.6363741716349025,0.638123260782015,0.46007394704562776,0.5846657732636235
dementia_decreasing_activity,0.6551559989332926,0.664374896007823,0.5101173119973844,0.5861265023215674
functional,0.4804059997683264,0.4942783064157117,0.5217982336603562,0.33353405324054874
structural,0.5437482668266806,0.5355438944167907,0.3100285983220706,0.5800799768961243
all_analyses,0.6138760997147873,0.6030157125836477,0.4579966111663124,0.587224286604525
all_studies,0.6820404618989645,0.6531052238458439,0.5354061281732118,0.6308135814675082
all_abstract,0.6855568795797056,0.6567172950833176,0.5355620570061612,0.6334543949093201
