,global_calculationandvisuospatialandword_mni_final,calculation_mni_final,wordproblems_mni_final,visuospatialreasoning_mni_final,demand_mni_final
domain_general_problem_solving,0.6366188210467639,0.6004482869036183,0.43531172069825436,0.25906302286670385,0.5376229320728825
mathematical_problem_solving,0.5193147819640446,0.5780182066719018,0.3760040523916347,0.20010257286947603,0.4149652274164156
verbal_problem_solving,0.21646867702304803,0.19196513894728795,0.26926246394726,0.06681602530311018,0.3121015696148283
visuospatial_problem_solving,0.4343893714869699,0.37758013089444536,0.32203798821055535,0.2734870200654043,0.39122434536447276
logical_reasoning,0.2889199669442502,0.23970651089898845,0.31803478505461535,0.15868000702123924,0.48129433485569917
all_analyses,0.6964032534885456,0.6469791708152455,0.4460699744669105,0.2651339433640048,0.5217208126579909
all_studies,0.6964032534885456,0.6469791708152455,0.4460699744669105,0.2651339433640048,0.5217208126579909
all_abstract,0.6964032534885456,0.6469791708152455,0.4460699744669105,0.2651339433640048,0.5217208126579909
