,global_calculationandvisuospatialandword_mni_final,calculation_mni_final,wordproblems_mni_final,visuospatialreasoning_mni_final,demand_mni_final
domain_general_problem_solving,0.7293855460044572,0.6430990367248646,0.46018919559549204,0.3015154030402922,0.4898155854395725
mathematical_problem_solving,0.6722714371720995,0.7660590881684523,0.4086648156802375,0.2348694651025298,0.48866060401931066
verbal_problem_solving,0.5463674086980445,0.46762607809509604,0.6075011944577162,0.1875683807439825,0.5119887595833715
visuospatial_problem_solving,0.5306474954483917,0.4269059205190592,0.33909082571612,0.4547785465912683,0.39503160002502974
logical_reasoning,0.6184000539459192,0.596744763155974,0.43861691600209557,0.2824224716116608,0.6381028891070845
all_analyses,0.7134767439821876,0.6280357109574488,0.4520764048776328,0.2904284241117465,0.48549578630386275
all_studies,0.7134767439821876,0.6280357109574488,0.4520764048776328,0.2904284241117465,0.48549578630386275
all_abstract,0.7134767439821876,0.6280357109574488,0.4520764048776328,0.2904284241117465,0.48549578630386275
