,global_calculationandvisuospatialandword_mni_final,calculation_mni_final,wordproblems_mni_final,visuospatialreasoning_mni_final,demand_mni_final
domain_general_problem_solving,0.902222456471889,0.8479353158045121,0.7021372959721716,0.562102727629987,0.7380657373287431
mathematical_problem_solving,0.8315796412932247,0.9009377202507983,0.5924511559847122,0.4081156823791238,0.6753744183356245
verbal_problem_solving,0.740775958881074,0.654974115471315,0.7875486360237276,0.3595886824756909,0.6763887216824743
visuospatial_problem_solving,0.721852273441659,0.574402153154437,0.48708965201961507,0.7181303677923468,0.5520498572464494
logical_reasoning,0.7921632012010958,0.7544694687747018,0.6205503335671497,0.47942613336394474,0.8282352473124951
all_analyses,0.8939584432323585,0.832210672851058,0.7053587003230736,0.562063416906568,0.7337262774408924
all_studies,0.8939584432323585,0.832210672851058,0.7053587003230736,0.562063416906568,0.7337262774408924
all_abstract,0.8939584432323585,0.832210672851058,0.7053587003230736,0.562063416906568,0.7337262774408924
