pmcid,n_coordinates,licence,article_dir
5893336,12,creativecommons.org/licenses/by/,projects/emotion_regulation_2022/v2/retrieval/pubget_data/articles/920/pmcid_5893336
3299768,8,creativecommons.org/licenses/by/,projects/emotion_regulation_2022/v2/retrieval/pubget_data/articles/a0a/pmcid_3299768
4572657,6,creativecommons.org/licenses/by/,projects/emotion_regulation_2022/v2/retrieval/pubget_data/articles/a2a/pmcid_4572657
3906048,3,creativecommons.org/licenses/by/,projects/emotion_regulation_2022/v2/retrieval/pubget_data/articles/a6e/pmcid_3906048
5770732,5,creativecommons.org/licenses/by/,projects/emotion_regulation_2022/v2/retrieval/pubget_data/articles/a77/pmcid_5770732
3175755,19,creativecommons.org/licenses/by/,projects/emotion_regulation_2022/v2/retrieval/pubget_data/articles/aa2/pmcid_3175755
3862486,16,creativecommons.org/licenses/by/,projects/emotion_regulation_2022/v2/retrieval/pubget_data/articles/b01/pmcid_3862486
3548516,6,creativecommons.org/licenses/by/,projects/emotion_regulation_2022/v2/retrieval/pubget_data/articles/b37/pmcid_3548516
6022272,56,creativecommons.org/licenses/by/,projects/emotion_regulation_2022/v2/retrieval/pubget_data/articles/b3f/pmcid_6022272
5830311,61,creativecommons.org/licenses/by/,projects/emotion_regulation_2022/v2/retrieval/pubget_data/articles/bae/pmcid_5830311
5816803,5,creativecommons.org/licenses/by/,projects/emotion_regulation_2022/v2/retrieval/pubget_data/articles/bba/pmcid_5816803
4763307,7,creativecommons.org/licenses/by/,projects/emotion_regulation_2022/v2/retrieval/pubget_data/articles/bed/pmcid_4763307
6698268,3,creativecommons.org/licenses/by/,projects/emotion_regulation_2022/v2/retrieval/pubget_data/articles/bf0/pmcid_6698268
4575683,12,creativecommons.org/licenses/by/,projects/emotion_regulation_2022/v2/retrieval/pubget_data/articles/c1f/pmcid_4575683
4327739,5,creativecommons.org/licenses/by/,projects/emotion_regulation_2022/v2/retrieval/pubget_data/articles/c33/pmcid_4327739
4913091,21,creativecommons.org/licenses/by/,projects/emotion_regulation_2022/v2/retrieval/pubget_data/articles/c34/pmcid_4913091
4473851,8,creativecommons.org/licenses/by/,projects/emotion_regulation_2022/v2/retrieval/pubget_data/articles/c43/pmcid_4473851
6660260,14,creativecommons.org/licenses/by/,projects/emotion_regulation_2022/v2/retrieval/pubget_data/articles/c62/pmcid_6660260
4586270,22,creativecommons.org/licenses/by/,projects/emotion_regulation_2022/v2/retrieval/pubget_data/articles/c66/pmcid_4586270
6234318,4,creativecommons.org/licenses/by/,projects/emotion_regulation_2022/v2/retrieval/pubget_data/articles/cb1/pmcid_6234318
5241989,6,creativecommons.org/licenses/by/,projects/emotion_regulation_2022/v2/retrieval/pubget_data/articles/d70/pmcid_5241989
3805980,8,creativecommons.org/licenses/by/,projects/emotion_regulation_2022/v2/retrieval/pubget_data/articles/e0f/pmcid_3805980
4526683,28,creativecommons.org/licenses/by/,projects/emotion_regulation_2022/v2/retrieval/pubget_data/articles/e20/pmcid_4526683
5524689,4,creativecommons.org/licenses/by/,projects/emotion_regulation_2022/v2/retrieval/pubget_data/articles/e4b/pmcid_5524689
4263533,34,creativecommons.org/licenses/by/,projects/emotion_regulation_2022/v2/retrieval/pubget_data/articles/ecb/pmcid_4263533
4276016,7,creativecommons.org/licenses/by/,projects/emotion_regulation_2022/v2/retrieval/pubget_data/articles/f10/pmcid_4276016
6140103,13,creativecommons.org/licenses/by/,projects/emotion_regulation_2022/v2/retrieval/pubget_data/articles/f84/pmcid_6140103
5540394,78,creativecommons.org/publicdomain/zero/,projects/emotion_regulation_2022/v2/retrieval/pubget_data/articles/fc5/pmcid_5540394
6458356,103,creativecommons.org/licenses/by/,projects/emotion_regulation_2022/v2/retrieval/pubget_data/articles/fc7/pmcid_6458356
3969367,6,creativecommons.org/licenses/by/,projects/emotion_regulation_2022/v2/retrieval/pubget_data/articles/ff0/pmcid_3969367
4062465,4,creativecommons.org/licenses/by/,projects/emotion_regulation_2022/v2/retrieval/pubget_data/articles/ff3/pmcid_4062465
1564031,75,creativecommons.org/licenses/by/,projects/executive_function/v1/retrieval/pubget_data/articles/037/pmcid_1564031
2695154,15,creativecommons.org/licenses/by/,projects/executive_function/v1/retrieval/pubget_data/articles/0a9/pmcid_2695154
5722297,15,creativecommons.org/licenses/by/,projects/executive_function/v1/retrieval/pubget_data/articles/107/pmcid_5722297
2921150,7,creativecommons.org/licenses/by/,projects/executive_function/v1/retrieval/pubget_data/articles/2f6/pmcid_2921150
2562364,14,creativecommons.org/licenses/by/,projects/executive_function/v1/retrieval/pubget_data/articles/3b2/pmcid_2562364
2648877,104,creativecommons.org/licenses/by/,projects/executive_function/v1/retrieval/pubget_data/articles/412/pmcid_2648877
2845808,5,creativecommons.org/licenses/by/,projects/executive_function/v1/retrieval/pubget_data/articles/414/pmcid_2845808
2622763,13,creativecommons.org/licenses/by/,projects/executive_function/v1/retrieval/pubget_data/articles/42c/pmcid_2622763
2950843,12,creativecommons.org/licenses/by/,projects/executive_function/v1/retrieval/pubget_data/articles/4e3/pmcid_2950843
2858659,10,creativecommons.org/licenses/by/,projects/executive_function/v1/retrieval/pubget_data/articles/61e/pmcid_2858659
1929114,10,creativecommons.org/licenses/by/,projects/executive_function/v1/retrieval/pubget_data/articles/68d/pmcid_1929114
2257999,6,creativecommons.org/licenses/by/,projects/executive_function/v1/retrieval/pubget_data/articles/8cf/pmcid_2257999
2775682,3,creativecommons.org/licenses/by/,projects/executive_function/v1/retrieval/pubget_data/articles/999/pmcid_2775682
2816724,5,creativecommons.org/licenses/by/,projects/executive_function/v1/retrieval/pubget_data/articles/ab8/pmcid_2816724
2582338,4,creativecommons.org/licenses/by/,projects/executive_function/v1/retrieval/pubget_data/articles/c1e/pmcid_2582338
2876035,12,creativecommons.org/publicdomain/zero/,projects/executive_function/v1/retrieval/pubget_data/articles/cef/pmcid_2876035
1931600,28,creativecommons.org/licenses/by/,projects/executive_function/v1/retrieval/pubget_data/articles/d13/pmcid_1931600
2653751,5,creativecommons.org/licenses/by/,projects/executive_function/v1/retrieval/pubget_data/articles/d39/pmcid_2653751
2754492,13,creativecommons.org/licenses/by/,projects/executive_function/v1/retrieval/pubget_data/articles/d67/pmcid_2754492
2749857,51,creativecommons.org/licenses/by/,projects/executive_function/v1/retrieval/pubget_data/articles/daa/pmcid_2749857
2603585,4,creativecommons.org/licenses/by/,projects/executive_function/v1/retrieval/pubget_data/articles/e29/pmcid_2603585
3509118,8,creativecommons.org/licenses/by/,projects/problem_solving/v1/retrieval/pubget_data/articles/171/pmcid_3509118
4224410,20,creativecommons.org/licenses/by/,projects/problem_solving/v1/retrieval/pubget_data/articles/1f7/pmcid_4224410
2911396,24,creativecommons.org/licenses/by/,projects/problem_solving/v1/retrieval/pubget_data/articles/47d/pmcid_2911396
4163033,9,creativecommons.org/licenses/by/,projects/problem_solving/v1/retrieval/pubget_data/articles/48b/pmcid_4163033
3965474,14,creativecommons.org/licenses/by/,projects/problem_solving/v1/retrieval/pubget_data/articles/491/pmcid_3965474
4356847,19,creativecommons.org/licenses/by/,projects/problem_solving/v1/retrieval/pubget_data/articles/673/pmcid_4356847
3422311,13,creativecommons.org/licenses/by/,projects/problem_solving/v1/retrieval/pubget_data/articles/9a8/pmcid_3422311
3598707,13,creativecommons.org/licenses/by/,projects/problem_solving/v1/retrieval/pubget_data/articles/a37/pmcid_3598707
3783983,15,creativecommons.org/licenses/by/,projects/problem_solving/v1/retrieval/pubget_data/articles/b07/pmcid_3783983
3799631,10,creativecommons.org/licenses/by/,projects/problem_solving/v1/retrieval/pubget_data/articles/be6/pmcid_3799631
4368728,24,creativecommons.org/licenses/by/,projects/problem_solving/v1/retrieval/pubget_data/articles/c0d/pmcid_4368728
3559478,13,creativecommons.org/licenses/by/,projects/problem_solving/v1/retrieval/pubget_data/articles/c25/pmcid_3559478
3796712,4,creativecommons.org/licenses/by/,projects/problem_solving/v1/retrieval/pubget_data/articles/c9c/pmcid_3796712
3651087,9,creativecommons.org/licenses/by/,projects/problem_solving/v1/retrieval/pubget_data/articles/d11/pmcid_3651087
2942897,23,creativecommons.org/licenses/by/,projects/problem_solving/v1/retrieval/pubget_data/articles/e22/pmcid_2942897
3836281,13,creativecommons.org/licenses/by/,projects/problem_solving/v1/retrieval/pubget_data/articles/e3b/pmcid_3836281
6057276,33,creativecommons.org/licenses/by/,projects/social/v1-annotation-only/retrieval/pubget_data/articles/00b/pmcid_6057276
5764359,4,creativecommons.org/licenses/by/,projects/social/v1-annotation-only/retrieval/pubget_data/articles/120/pmcid_5764359
6731699,3,creativecommons.org/licenses/by/,projects/social/v1-annotation-only/retrieval/pubget_data/articles/1ba/pmcid_6731699
3018423,4,creativecommons.org/licenses/by/,projects/social/v1-annotation-only/retrieval/pubget_data/articles/2de/pmcid_3018423
3983486,17,creativecommons.org/licenses/by/,projects/social/v1-annotation-only/retrieval/pubget_data/articles/36c/pmcid_3983486
6374606,24,creativecommons.org/licenses/by/,projects/social/v1-annotation-only/retrieval/pubget_data/articles/47b/pmcid_6374606
4537426,5,creativecommons.org/licenses/by/,projects/social/v1-annotation-only/retrieval/pubget_data/articles/520/pmcid_4537426
4814794,14,creativecommons.org/licenses/by/,projects/social/v1-annotation-only/retrieval/pubget_data/articles/724/pmcid_4814794
6102316,8,creativecommons.org/licenses/by/,projects/social/v1-annotation-only/retrieval/pubget_data/articles/7b7/pmcid_6102316
4325923,6,creativecommons.org/licenses/by/,projects/social/v1-annotation-only/retrieval/pubget_data/articles/81b/pmcid_4325923
3561664,60,creativecommons.org/licenses/by/,projects/social/v1-annotation-only/retrieval/pubget_data/articles/842/pmcid_3561664
4838249,34,creativecommons.org/licenses/by/,projects/social/v1-annotation-only/retrieval/pubget_data/articles/880/pmcid_4838249
5977449,3,creativecommons.org/licenses/by/,projects/social/v1-annotation-only/retrieval/pubget_data/articles/a55/pmcid_5977449
3236212,20,creativecommons.org/licenses/by/,projects/social/v1-annotation-only/retrieval/pubget_data/articles/a6b/pmcid_3236212
3407127,20,creativecommons.org/licenses/by/,projects/social/v1-annotation-only/retrieval/pubget_data/articles/c1f/pmcid_3407127
3648477,12,creativecommons.org/licenses/by/,projects/social/v1-annotation-only/retrieval/pubget_data/articles/c80/pmcid_3648477
5660240,8,creativecommons.org/licenses/by/,projects/social/v1-annotation-only/retrieval/pubget_data/articles/d09/pmcid_5660240
4448023,21,creativecommons.org/licenses/by/,projects/social/v1-annotation-only/retrieval/pubget_data/articles/db0/pmcid_4448023
5797124,12,creativecommons.org/licenses/by/,projects/social/v1-annotation-only/retrieval/pubget_data/articles/ddf/pmcid_5797124
4692511,5,creativecommons.org/licenses/by/,projects/social/v1-annotation-only/retrieval/pubget_data/articles/e0e/pmcid_4692511
6015823,17,creativecommons.org/licenses/by/,projects/social/v1-annotation-only/retrieval/pubget_data/articles/f0d/pmcid_6015823
5973829,15,creativecommons.org/licenses/by/,projects/social/v2/retrieval/pubget_data/articles/081/pmcid_5973829
4685521,7,creativecommons.org/licenses/by/,projects/social/v2/retrieval/pubget_data/articles/09c/pmcid_4685521
3459703,32,creativecommons.org/licenses/by/,projects/social/v2/retrieval/pubget_data/articles/1ce/pmcid_3459703
3724923,32,creativecommons.org/licenses/by/,projects/social/v2/retrieval/pubget_data/articles/2f3/pmcid_3724923
6970152,3,creativecommons.org/licenses/by/,projects/social/v2/retrieval/pubget_data/articles/521/pmcid_6970152
4401664,72,creativecommons.org/licenses/by/,projects/social/v2/retrieval/pubget_data/articles/711/pmcid_4401664
4324766,4,creativecommons.org/licenses/by/,projects/social/v2/retrieval/pubget_data/articles/7a6/pmcid_4324766
4700985,8,creativecommons.org/licenses/by/,projects/social/v2/retrieval/pubget_data/articles/7b9/pmcid_4700985
3387168,4,creativecommons.org/licenses/by/,projects/social/v2/retrieval/pubget_data/articles/7f4/pmcid_3387168
4422438,28,creativecommons.org/licenses/by/,projects/social/v2/retrieval/pubget_data/articles/84c/pmcid_4422438
4401735,26,creativecommons.org/licenses/by/,projects/social/v2/retrieval/pubget_data/articles/8fc/pmcid_4401735
3498331,7,creativecommons.org/licenses/by/,projects/social/v2/retrieval/pubget_data/articles/8fe/pmcid_3498331
2568825,6,creativecommons.org/licenses/by/,projects/social/v2/retrieval/pubget_data/articles/9f1/pmcid_2568825
5870086,34,creativecommons.org/licenses/by/,projects/social/v2/retrieval/pubget_data/articles/9f2/pmcid_5870086
3522615,6,creativecommons.org/licenses/by/,projects/social/v2/retrieval/pubget_data/articles/aab/pmcid_3522615
3544832,41,creativecommons.org/licenses/by/,projects/social/v2/retrieval/pubget_data/articles/b47/pmcid_3544832
3098858,7,creativecommons.org/licenses/by/,projects/social/v2/retrieval/pubget_data/articles/bb5/pmcid_3098858
6373696,4,creativecommons.org/licenses/by/,projects/social/v2/retrieval/pubget_data/articles/bf2/pmcid_6373696
2295259,6,creativecommons.org/licenses/by/,projects/social/v2/retrieval/pubget_data/articles/c55/pmcid_2295259
2756584,4,creativecommons.org/licenses/by/,projects/social/v2/retrieval/pubget_data/articles/c62/pmcid_2756584
5610339,10,creativecommons.org/licenses/by/,projects/social/v2/retrieval/pubget_data/articles/cee/pmcid_5610339
4832089,6,creativecommons.org/licenses/by/,projects/social/v2/retrieval/pubget_data/articles/d09/pmcid_4832089
3852523,9,creativecommons.org/licenses/by/,projects/social/v2/retrieval/pubget_data/articles/de7/pmcid_3852523
3187762,14,creativecommons.org/licenses/by/,projects/social/v2/retrieval/pubget_data/articles/e22/pmcid_3187762
6587810,11,creativecommons.org/licenses/by/,projects/social/v2/retrieval/pubget_data/articles/f9b/pmcid_6587810
3417167,4,creativecommons.org/licenses/by/,projects/social/v2-all_pmids/retrieval/pubget_data/articles/b27/pmcid_3417167
3525956,3,creativecommons.org/licenses/by/,projects/social/v2-all_pmids/retrieval/pubget_data/articles/e54/pmcid_3525956
3776771,3,creativecommons.org/publicdomain/zero/,projects/vbm_of_ptsd/v1/retrieval/pubget_data/articles/fc2/pmcid_3776771
4854937,10,creativecommons.org/licenses/by/,projects/vbm_of_substance_use/v1/retrieval/pubget_data/articles/069/pmcid_4854937
4349084,23,creativecommons.org/licenses/by/,projects/vbm_of_substance_use/v1/retrieval/pubget_data/articles/06c/pmcid_4349084
4032993,4,creativecommons.org/licenses/by/,projects/vbm_of_substance_use/v1/retrieval/pubget_data/articles/19a/pmcid_4032993
5818658,6,creativecommons.org/licenses/by/,projects/vbm_of_substance_use/v1/retrieval/pubget_data/articles/235/pmcid_5818658
4295262,4,creativecommons.org/licenses/by/,projects/vbm_of_substance_use/v1/retrieval/pubget_data/articles/385/pmcid_4295262
4061811,4,creativecommons.org/licenses/by/,projects/vbm_of_substance_use/v1/retrieval/pubget_data/articles/4de/pmcid_4061811
3278451,27,creativecommons.org/licenses/by/,projects/vbm_of_substance_use/v1/retrieval/pubget_data/articles/4eb/pmcid_3278451
6160480,8,creativecommons.org/licenses/by/,projects/vbm_of_substance_use/v1/retrieval/pubget_data/articles/584/pmcid_6160480
3208641,3,creativecommons.org/licenses/by/,projects/vbm_of_substance_use/v1/retrieval/pubget_data/articles/5c5/pmcid_3208641
3777684,28,creativecommons.org/licenses/by/,projects/vbm_of_substance_use/v1/retrieval/pubget_data/articles/661/pmcid_3777684
2728538,7,creativecommons.org/licenses/by/,projects/vbm_of_substance_use/v1/retrieval/pubget_data/articles/675/pmcid_2728538
6162390,45,creativecommons.org/licenses/by/,projects/vbm_of_substance_use/v1/retrieval/pubget_data/articles/678/pmcid_6162390
3601087,10,creativecommons.org/licenses/by/,projects/vbm_of_substance_use/v1/retrieval/pubget_data/articles/7b4/pmcid_3601087
4890474,9,creativecommons.org/licenses/by/,projects/vbm_of_substance_use/v1/retrieval/pubget_data/articles/897/pmcid_4890474
4430522,24,creativecommons.org/licenses/by/,projects/vbm_of_substance_use/v1/retrieval/pubget_data/articles/ac4/pmcid_4430522
5891580,7,creativecommons.org/licenses/by/,projects/vbm_of_substance_use/v1/retrieval/pubget_data/articles/c25/pmcid_5891580
6803765,4,creativecommons.org/licenses/by/,projects/vbm_of_substance_use/v1/retrieval/pubget_data/articles/c3a/pmcid_6803765
4282196,58,creativecommons.org/licenses/by/,projects/vbm_of_substance_use/v1/retrieval/pubget_data/articles/d47/pmcid_4282196
4855531,4,creativecommons.org/licenses/by/,projects/vbm_of_substance_use/v1/retrieval/pubget_data/articles/d9f/pmcid_4855531
4880314,5,creativecommons.org/licenses/by/,projects/vbm_of_substance_use/v1/retrieval/pubget_data/articles/f62/pmcid_4880314
5881242,3,creativecommons.org/licenses/by/,projects/vbm_of_substance_use/v1/retrieval/pubget_data/articles/f8d/pmcid_5881242
5004845,11,creativecommons.org/licenses/by/,projects/vbm_of_substance_use/v1/retrieval/pubget_data/articles/ff9/pmcid_5004845
4195718,3,creativecommons.org/licenses/by/,projects/vbm_of_substance_use/v1/retrieval/pubget_data/articles/fff/pmcid_4195718
4106848,3,creativecommons.org/licenses/by/,projects/vbm_of_substance_use/v2-annotation-only/retrieval/pubget_data/articles/624/pmcid_4106848
10775434,4,creativecommons.org/licenses/by/,projects/vbm_of_substance_use/v2-recent/retrieval/pubget_data/articles/0c1/pmcid_10775434
6962344,3,creativecommons.org/licenses/by/,projects/vbm_of_substance_use/v2-recent/retrieval/pubget_data/articles/265/pmcid_6962344
8592411,14,creativecommons.org/licenses/by/,projects/vbm_of_substance_use/v2-recent/retrieval/pubget_data/articles/35d/pmcid_8592411
7543937,5,creativecommons.org/licenses/by/,projects/vbm_of_substance_use/v2-recent/retrieval/pubget_data/articles/41b/pmcid_7543937
9971338,3,creativecommons.org/licenses/by/,projects/vbm_of_substance_use/v2-recent/retrieval/pubget_data/articles/4cd/pmcid_9971338
11055726,13,creativecommons.org/licenses/by/,projects/vbm_of_substance_use/v2-recent/retrieval/pubget_data/articles/945/pmcid_11055726
7366340,5,creativecommons.org/licenses/by/,projects/vbm_of_substance_use/v2-recent/retrieval/pubget_data/articles/9c8/pmcid_7366340
7801701,73,creativecommons.org/licenses/by/,projects/vbm_of_substance_use/v2-recent/retrieval/pubget_data/articles/a24/pmcid_7801701
11953982,12,creativecommons.org/licenses/by/,projects/vbm_of_substance_use/v2-recent/retrieval/pubget_data/articles/b3b/pmcid_11953982
7493665,8,creativecommons.org/licenses/by/,projects/vbm_of_substance_use/v2-recent/retrieval/pubget_data/articles/b82/pmcid_7493665
9975333,10,creativecommons.org/licenses/by/,projects/vbm_of_substance_use/v2-recent/retrieval/pubget_data/articles/bec/pmcid_9975333
7794246,3,creativecommons.org/licenses/by/,projects/vbm_of_substance_use/v2-recent/retrieval/pubget_data/articles/c2d/pmcid_7794246
7200265,7,creativecommons.org/licenses/by/,projects/vbm_of_substance_use/v2-recent/retrieval/pubget_data/articles/c66/pmcid_7200265
7168190,4,creativecommons.org/licenses/by/,projects/vbm_of_substance_use/v2-recent/retrieval/pubget_data/articles/d49/pmcid_7168190
7205291,95,creativecommons.org/licenses/by/,experiments/scz_enigma/v1/retrieval/pubget_data/articles/007/pmcid_7205291
4637406,30,creativecommons.org/licenses/by/,experiments/scz_enigma/v1/retrieval/pubget_data/articles/038/pmcid_4637406
12812569,3,creativecommons.org/licenses/by/,experiments/scz_enigma/v1/retrieval/pubget_data/articles/09d/pmcid_12812569
6498747,3,creativecommons.org/licenses/by/,experiments/scz_enigma/v1/retrieval/pubget_data/articles/0a4/pmcid_6498747
9957843,38,creativecommons.org/licenses/by/,experiments/scz_enigma/v1/retrieval/pubget_data/articles/0d6/pmcid_9957843
5393874,22,creativecommons.org/licenses/by/,experiments/scz_enigma/v1/retrieval/pubget_data/articles/0e7/pmcid_5393874
4108049,11,creativecommons.org/licenses/by/,experiments/scz_enigma/v1/retrieval/pubget_data/articles/112/pmcid_4108049
3492014,28,creativecommons.org/licenses/by/,experiments/scz_enigma/v1/retrieval/pubget_data/articles/138/pmcid_3492014
8441019,6,creativecommons.org/licenses/by/,experiments/scz_enigma/v1/retrieval/pubget_data/articles/176/pmcid_8441019
9999361,21,creativecommons.org/licenses/by/,experiments/scz_enigma/v1/retrieval/pubget_data/articles/23f/pmcid_9999361
9552970,40,creativecommons.org/licenses/by/,experiments/scz_enigma/v1/retrieval/pubget_data/articles/39e/pmcid_9552970
5361832,21,creativecommons.org/licenses/by/,experiments/scz_enigma/v1/retrieval/pubget_data/articles/3e5/pmcid_5361832
3878502,10,creativecommons.org/licenses/by/,experiments/scz_enigma/v1/retrieval/pubget_data/articles/405/pmcid_3878502
3025155,5,creativecommons.org/licenses/by/,experiments/scz_enigma/v1/retrieval/pubget_data/articles/430/pmcid_3025155
7303392,5,creativecommons.org/licenses/by/,experiments/scz_enigma/v1/retrieval/pubget_data/articles/46c/pmcid_7303392
8115068,4,creativecommons.org/licenses/by/,experiments/scz_enigma/v1/retrieval/pubget_data/articles/4d1/pmcid_8115068
10902053,7,creativecommons.org/licenses/by/,experiments/scz_enigma/v1/retrieval/pubget_data/articles/546/pmcid_10902053
8924120,55,creativecommons.org/licenses/by/,experiments/scz_enigma/v1/retrieval/pubget_data/articles/557/pmcid_8924120
3953714,3,creativecommons.org/licenses/by/,experiments/scz_enigma/v1/retrieval/pubget_data/articles/580/pmcid_3953714
5416694,8,creativecommons.org/licenses/by/,experiments/scz_enigma/v1/retrieval/pubget_data/articles/584/pmcid_5416694
5031471,29,creativecommons.org/licenses/by/,experiments/scz_enigma/v1/retrieval/pubget_data/articles/5a3/pmcid_5031471
4135095,5,creativecommons.org/licenses/by/,experiments/scz_enigma/v1/retrieval/pubget_data/articles/65d/pmcid_4135095
2824977,12,creativecommons.org/licenses/by/,experiments/scz_enigma/v1/retrieval/pubget_data/articles/662/pmcid_2824977
5435302,7,creativecommons.org/licenses/by/,experiments/scz_enigma/v1/retrieval/pubget_data/articles/663/pmcid_5435302
10637389,33,creativecommons.org/licenses/by/,experiments/scz_enigma/v1/retrieval/pubget_data/articles/6d7/pmcid_10637389
10236951,12,creativecommons.org/licenses/by/,experiments/scz_enigma/v1/retrieval/pubget_data/articles/70f/pmcid_10236951
4910144,4,creativecommons.org/licenses/by/,experiments/scz_enigma/v1/retrieval/pubget_data/articles/988/pmcid_4910144
10686329,3,creativecommons.org/licenses/by/,experiments/scz_enigma/v1/retrieval/pubget_data/articles/9af/pmcid_10686329
3560950,5,creativecommons.org/licenses/by/,experiments/scz_enigma/v1/retrieval/pubget_data/articles/a49/pmcid_3560950
4790904,7,creativecommons.org/publicdomain/zero/,experiments/scz_enigma/v1/retrieval/pubget_data/articles/b3d/pmcid_4790904
3874599,5,creativecommons.org/licenses/by/,experiments/scz_enigma/v1/retrieval/pubget_data/articles/bab/pmcid_3874599
3420802,3,creativecommons.org/licenses/by/,experiments/scz_enigma/v1/retrieval/pubget_data/articles/c1c/pmcid_3420802
6045825,34,creativecommons.org/licenses/by/,experiments/scz_enigma/v1/retrieval/pubget_data/articles/c1c/pmcid_6045825
3737471,29,creativecommons.org/licenses/by/,experiments/scz_enigma/v1/retrieval/pubget_data/articles/c7b/pmcid_3737471
7553938,3,creativecommons.org/licenses/by/,experiments/scz_enigma/v1/retrieval/pubget_data/articles/c89/pmcid_7553938
7451425,3,creativecommons.org/licenses/by/,experiments/scz_enigma/v1/retrieval/pubget_data/articles/cd1/pmcid_7451425
9359206,8,creativecommons.org/licenses/by/,experiments/scz_enigma/v1/retrieval/pubget_data/articles/d4d/pmcid_9359206
7572341,14,creativecommons.org/licenses/by/,experiments/scz_enigma/v1/retrieval/pubget_data/articles/db1/pmcid_7572341
5517392,16,creativecommons.org/licenses/by/,experiments/scz_enigma/v1/retrieval/pubget_data/articles/de5/pmcid_5517392
9226907,3,creativecommons.org/licenses/by/,experiments/scz_enigma/v1/retrieval/pubget_data/articles/de6/pmcid_9226907
3257237,4,creativecommons.org/licenses/by/,experiments/scz_enigma/v1/retrieval/pubget_data/articles/e47/pmcid_3257237
9279212,22,creativecommons.org/licenses/by/,experiments/scz_enigma/v1/retrieval/pubget_data/articles/ed1/pmcid_9279212
2880249,6,creativecommons.org/licenses/by/,experiments/scz_enigma/v1/retrieval/pubget_data/articles/eda/pmcid_2880249
4604250,4,creativecommons.org/licenses/by/,experiments/scz_enigma/v1/retrieval/pubget_data/articles/f28/pmcid_4604250
10575777,9,creativecommons.org/licenses/by/,experiments/scz_enigma/v1/retrieval/pubget_data/articles/f5c/pmcid_10575777
7809286,38,creativecommons.org/licenses/by/,experiments/tle_lateralization/v1/retrieval/pubget_data/articles/0a6/pmcid_7809286
7907189,5,creativecommons.org/licenses/by/,experiments/tle_lateralization/v1/retrieval/pubget_data/articles/0bb/pmcid_7907189
6856622,3,creativecommons.org/licenses/by/,experiments/tle_lateralization/v1/retrieval/pubget_data/articles/28d/pmcid_6856622
9421455,4,creativecommons.org/licenses/by/,experiments/tle_lateralization/v1/retrieval/pubget_data/articles/2ce/pmcid_9421455
12288844,6,creativecommons.org/licenses/by/,experiments/tle_lateralization/v1/retrieval/pubget_data/articles/46c/pmcid_12288844
5700920,31,creativecommons.org/licenses/by/,experiments/tle_lateralization/v1/retrieval/pubget_data/articles/686/pmcid_5700920
7183666,4,creativecommons.org/licenses/by/,experiments/tle_lateralization/v1/retrieval/pubget_data/articles/742/pmcid_7183666
12041102,8,creativecommons.org/licenses/by/,experiments/tle_lateralization/v1/retrieval/pubget_data/articles/889/pmcid_12041102
5589799,45,creativecommons.org/licenses/by/,experiments/tle_lateralization/v1/retrieval/pubget_data/articles/93e/pmcid_5589799
4388829,6,creativecommons.org/licenses/by/,experiments/tle_lateralization/v1/retrieval/pubget_data/articles/94e/pmcid_4388829
10502684,10,creativecommons.org/licenses/by/,experiments/tle_lateralization/v1/retrieval/pubget_data/articles/956/pmcid_10502684
11377613,25,creativecommons.org/licenses/by/,experiments/tle_lateralization/v1/retrieval/pubget_data/articles/9de/pmcid_11377613
4080585,22,creativecommons.org/licenses/by/,experiments/tle_lateralization/v1/retrieval/pubget_data/articles/ac8/pmcid_4080585
9540015,25,creativecommons.org/licenses/by/,experiments/tle_lateralization/v1/retrieval/pubget_data/articles/acf/pmcid_9540015
3327701,28,creativecommons.org/licenses/by/,experiments/tle_lateralization/v1/retrieval/pubget_data/articles/af8/pmcid_3327701
1971136,27,creativecommons.org/licenses/by/,experiments/tle_lateralization/v1/retrieval/pubget_data/articles/b21/pmcid_1971136
5837616,24,creativecommons.org/licenses/by/,experiments/tle_lateralization/v1/retrieval/pubget_data/articles/b69/pmcid_5837616
4377099,3,creativecommons.org/licenses/by/,experiments/tle_lateralization/v1/retrieval/pubget_data/articles/d31/pmcid_4377099
4519999,22,creativecommons.org/licenses/by/,experiments/tle_lateralization/v1/retrieval/pubget_data/articles/d45/pmcid_4519999
11382356,3,creativecommons.org/licenses/by/,experiments/tle_lateralization/v1/retrieval/pubget_data/articles/f0d/pmcid_11382356
7491274,48,creativecommons.org/licenses/by/,experiments/tle_lateralization/v2/retrieval/pubget_data/articles/82a/pmcid_7491274
10690662,20,creativecommons.org/licenses/by/,experiments/tle_lateralization/v2/retrieval/pubget_data/articles/868/pmcid_10690662
3459094,3,creativecommons.org/licenses/by/,experiments/tle_lateralization/v2/retrieval/pubget_data/articles/af2/pmcid_3459094
3655975,23,creativecommons.org/licenses/by/,experiments/tle_lateralization/v2/retrieval/pubget_data/articles/c46/pmcid_3655975
