Cluster ID	X	Y	Z	Peak Stat	Cluster Size (mm3)
PositiveTail 1	-50.0	-60.0	26.0	8.544580939674885	74872
PositiveTail 1a	-48.0	-68.0	12.0	7.584314432882139	
PositiveTail 1b	-40.0	20.0	-6.0	7.230948507451128	
PositiveTail 1c	-48.0	-70.0	4.0	7.044815025043477	
PositiveTail 2	-2.0	-58.0	28.0	8.240187676841686	13288
PositiveTail 2a	0.0	-56.0	42.0	4.8390844065270615	
PositiveTail 2b	-10.0	-58.0	16.0	3.480643737309069	
PositiveTail 2c	0.0	-40.0	42.0	2.9983873712616704	
PositiveTail 3	38.0	24.0	-6.0	8.189403725944935	33688
PositiveTail 3a	48.0	26.0	0.0	7.411593698816492	
PositiveTail 3b	46.0	12.0	26.0	6.8595323441864275	
PositiveTail 3c	44.0	24.0	-4.0	6.665168656208897	
PositiveTail 4	54.0	-52.0	20.0	7.885795017525531	67328
PositiveTail 4a	54.0	-60.0	16.0	6.8595323441864275	
PositiveTail 4b	58.0	-4.0	-10.0	6.8595323441864275	
PositiveTail 4c	54.0	-56.0	12.0	6.8595323441864275	
PositiveTail 5	0.0	16.0	52.0	6.665168656208897	46560
PositiveTail 5a	-4.0	50.0	2.0	5.881179161851745	
PositiveTail 5b	4.0	56.0	12.0	5.881179161851745	
PositiveTail 5c	-6.0	50.0	34.0	5.881179161851745	
PositiveTail 6	-46.0	6.0	30.0	4.400847182421099	9112
PositiveTail 6a	-34.0	-6.0	52.0	4.176886730918333	
PositiveTail 6b	-28.0	-6.0	58.0	3.9483976117401385	
PositiveTail 6c	-50.0	10.0	30.0	3.9483976117401385	
PositiveTail 7	22.0	-4.0	-16.0	3.9483976117401385	2624
PositiveTail 7a	18.0	2.0	-6.0	2.2435264268495456	
PositiveTail 7b	26.0	6.0	-14.0	1.9847600298670707	
PositiveTail 8	-2.0	-20.0	40.0	3.715271179795802	2552
PositiveTail 8a	-8.0	-14.0	40.0	2.7513553741054513	
PositiveTail 8b	0.0	-12.0	40.0	2.7513553741054513	
PositiveTail 9	28.0	0.0	56.0	3.480643737309069	2352
PositiveTail 9a	42.0	-2.0	52.0	2.9983873712616704	
PositiveTail 9b	30.0	-8.0	52.0	2.500530413988921	
PositiveTail 9c	42.0	4.0	44.0	2.500530413988921	
PositiveTail 10	-6.0	-12.0	4.0	2.7513553741054513	488
PositiveTail 10a	-14.0	-16.0	6.0	1.7233033170528804	
PositiveTail 11	-14.0	-90.0	2.0	2.500530413988921	112
PositiveTail 12	8.0	-86.0	16.0	2.500530413988921	392
PositiveTail 12a	0.0	-90.0	18.0	1.9847600298670707	
PositiveTail 12b	6.0	-86.0	24.0	1.9847600298670707	
PositiveTail 13	-46.0	-32.0	16.0	2.2435264268495456	136
PositiveTail 13a	-40.0	-28.0	10.0	1.9847600298670707	
PositiveTail 14	-2.0	-82.0	-2.0	2.2435264268495456	120
PositiveTail 15	-30.0	-70.0	34.0	1.9847600298670707	120
PositiveTail 16	28.0	-78.0	-28.0	1.9847600298670707	96
