run,manual_name,auto_name,dice,pearson_r
v1,nonptsdgtptsd_merged,decreased_gm,0.5095982142857143,0.7800520366616223
v1-annotation-only,nonptsdgtptsd_merged,decreased_gm,0.48436000767606985,0.7954903298097652
v1-recent,nonptsdgtptsd_merged,decreased_gm,0.5198152722586188,0.7839743681733424
