Cluster ID	X	Y	Z	Peak Stat	Cluster Size (mm3)
PositiveTail 1	-2.0	-54.0	32.0	10.676787844761078	14024
PositiveTail 1a	2.0	-40.0	42.0	3.020483489833763	
PositiveTail 1b	-6.0	-62.0	14.0	2.5509228900503267	
PositiveTail 1c	6.0	-44.0	46.0	2.3112310343888214	
PositiveTail 2	38.0	22.0	-4.0	9.872747119078616	122608
PositiveTail 2a	-40.0	24.0	-8.0	9.220021620909328	
PositiveTail 2b	-50.0	-60.0	26.0	8.884397887325893	
PositiveTail 2c	-42.0	20.0	-8.0	8.709177479623412	
PositiveTail 3	-4.0	54.0	28.0	9.704318886075638	55304
PositiveTail 3a	-2.0	52.0	20.0	8.541363758647579	
PositiveTail 3b	-4.0	16.0	52.0	8.028556902110918	
PositiveTail 3c	2.0	56.0	14.0	7.4936450638766	
PositiveTail 4	54.0	-52.0	20.0	8.198025866487919	53712
PositiveTail 4a	52.0	-58.0	14.0	7.674044248970539	
PositiveTail 4b	54.0	-50.0	8.0	7.313858423549041	
PositiveTail 4c	58.0	-4.0	-10.0	6.944722385165111	
PositiveTail 5	20.0	-90.0	0.0	4.985141920572949	5544
PositiveTail 5a	10.0	-88.0	2.0	3.250125205291149	
PositiveTail 5b	16.0	-82.0	-6.0	3.020483489833763	
PositiveTail 5c	24.0	-82.0	-12.0	2.5509228900503267	
PositiveTail 6	-46.0	-58.0	-20.0	4.778112764509953	5552
PositiveTail 6a	-44.0	-50.0	-14.0	4.778112764509953	
PositiveTail 6b	-38.0	-48.0	-22.0	3.700442652938539	
PositiveTail 6c	-22.0	-54.0	-16.0	3.020483489833763	
PositiveTail 7	-2.0	-16.0	44.0	3.4757155772995394	2240
PositiveTail 7a	-2.0	-20.0	36.0	3.250125205291149	
PositiveTail 7b	2.0	-14.0	44.0	3.250125205291149	
PositiveTail 7c	-4.0	-14.0	36.0	3.020483489833763	
PositiveTail 8	28.0	0.0	56.0	3.4757155772995394	1288
PositiveTail 8a	22.0	-8.0	58.0	2.3112310343888214	
PositiveTail 8b	30.0	-8.0	52.0	2.3112310343888214	
PositiveTail 8c	22.0	2.0	56.0	2.0693425055097325	
PositiveTail 9	42.0	-4.0	48.0	2.7876540584419365	352
PositiveTail 9a	42.0	4.0	44.0	2.3112310343888214	
PositiveTail 10	-16.0	-94.0	2.0	2.7876540584419365	152
PositiveTail 11	50.0	-52.0	40.0	2.7876540584419365	120
PositiveTail 12	-46.0	-32.0	16.0	2.5509228900503267	176
PositiveTail 13	-2.0	-82.0	-2.0	2.5509228900503267	168
PositiveTail 14	10.0	-88.0	20.0	2.5509228900503267	504
PositiveTail 14a	12.0	-86.0	30.0	2.3112310343888214	
PositiveTail 15	48.0	-44.0	44.0	2.5509228900503267	96
PositiveTail 16	28.0	-78.0	-28.0	2.5509228900503267	224
PositiveTail 17	24.0	-46.0	-12.0	2.5509228900503267	216
PositiveTail 18	34.0	-74.0	28.0	2.5509228900503267	152
PositiveTail 19	14.0	-24.0	-4.0	2.3112310343888214	144
